resultId,raceId,driverId,constructorId,pitstops,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rankfast,fastestLapTime,fastestLapSpeed,statusId,status,driverRef,constructorRef,circuitId,name,year,circuitRef,
24148,1007,807,4,1,27,7,6,6,6,8,69,\N,\N,67,7,01:20.6,192.15,12,+2 Laps,hulkenberg,renault,32,Mexican Grand Prix,2018,rodriguez,
24181,1008,807,4,0,27,13,\N,R,19,0,32,\N,\N,30,18,01:14.0,209.544,25,Overheating,hulkenberg,renault,18,Brazilian Grand Prix,2018,interlagos,
24202,1009,807,4,0,27,10,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,Collision,hulkenberg,renault,24,Abu Dhabi Grand Prix,2018,yas_marina,
24209,1010,807,4,1,27,11,7,7,7,6,57,\N,\N,52,12,01:28.4,215.851,11,+1 Lap,hulkenberg,renault,1,Australian Grand Prix,2019,albert_park,
24239,1011,807,4,3,27,17,\N,R,17,0,53,\N,\N,14,6,01:35.2,204.623,5,Engine,hulkenberg,renault,3,Bahrain Grand Prix,2019,bahrain,
24262,1012,807,4,1,27,8,\N,R,20,0,16,\N,\N,14,19,01:39.7,196.871,131,Power Unit,hulkenberg,renault,17,Chinese Grand Prix,2019,shanghai,
24276,1013,807,4,3,27,15,14,14,14,0,50,\N,\N,43,17,01:47.4,201.204,11,+1 Lap,hulkenberg,renault,73,Azerbaijan Grand Prix,2019,BAK,
24295,1014,807,4,1,27,21,13,13,13,0,66,39.241,5789684,65,13,01:21.3,206.171,1,Finished,hulkenberg,renault,4,Spanish Grand Prix,2019,catalunya,
24319,1015,807,4,1,27,11,13,13,13,0,77,\N,\N,65,8,01:16.3,157.496,11,+1 Lap,hulkenberg,renault,6,Monaco Grand Prix,2019,monaco,
24332,1016,807,4,1,27,7,7,7,7,6,69,\N,\N,57,7,01:16.0,206.587,11,+1 Lap,hulkenberg,renault,7,Canadian Grand Prix,2019,villeneuve,
24353,1017,807,4,1,27,13,8,8,8,4,52,\N,\N,46,10,01:35.0,221.497,11,+1 Lap,hulkenberg,renault,34,French Grand Prix,2019,ricard,
24378,1018,807,4,1,27,15,13,13,13,0,70,\N,\N,59,16,01:09.2,224.48,11,+1 Lap,hulkenberg,renault,70,Austrian Grand Prix,2019,red_bull_ring,
24395,1019,807,4,1,27,10,10,10,10,1,52,+1:12.733,4941185,51,13,01:29.9,235.773,1,Finished,hulkenberg,renault,9,British Grand Prix,2019,silverstone,
24421,1020,807,4,6,27,9,\N,R,16,0,39,\N,\N,18,17,01:29.6,183.826,3,Accident,hulkenberg,renault,10,German Grand Prix,2019,hockenheimring,
24437,1021,807,4,1,27,11,12,12,12,0,69,\N,\N,59,14,01:21.6,193.161,11,+1 Lap,hulkenberg,renault,11,Hungarian Grand Prix,2019,hungaroring,
24453,1022,807,4,3,27,12,8,8,8,4,44,+1:46.639,5132349,34,9,01:48.3,232.714,1,Finished,hulkenberg,renault,13,Belgian Grand Prix,2019,spa,
24470,1023,807,4,1,27,6,5,5,5,10,53,58.165,4584830,53,8,01:23.6,249.337,1,Finished,hulkenberg,renault,14,Italian Grand Prix,2019,monza,
24494,1024,807,4,3,27,8,9,9,9,2,61,16.718,7130385,59,12,01:45.8,172.333,1,Finished,hulkenberg,renault,15,Singapore Grand Prix,2019,marina_bay,
24515,1025,807,4,3,27,6,10,10,10,1,53,59.841,5678833,53,12,01:38.5,213.692,1,Finished,hulkenberg,renault,71,Russian Grand Prix,2019,sochi,
24545,1026,807,4,1,27,15,\N,D,20,0,51,\N,\N,47,15,01:34.9,220.237,2,Disqualified,hulkenberg,renault,22,Japanese Grand Prix,2019,suzuka,
24555,1027,807,4,1,27,12,10,10,10,1,70,\N,\N,59,14,01:20.8,191.783,11,+1 Lap,hulkenberg,renault,32,Mexican Grand Prix,2019,rodriguez,
24574,1028,807,4,3,27,11,9,9,9,2,55,\N,\N,47,6,01:38.4,201.619,11,+1 Lap,hulkenberg,renault,69,United States Grand Prix,2019,americas,
24600,1029,807,4,6,27,13,15,15,15,0,71,18.059,5612737,64,13,01:12.9,212.69,1,Finished,hulkenberg,renault,18,Brazilian Grand Prix,2019,interlagos,
24617,1030,807,4,1,27,9,12,12,12,0,54,\N,\N,52,16,01:43.3,193.605,11,+1 Lap,hulkenberg,renault,24,Abu Dhabi Grand Prix,2019,yas_marina,
24705,1034,807,211,0,27,13,\N,W,20,0,0,\N,\N,\N,0,\N,\N,131,Power Unit,hulkenberg,racing_point,9,British Grand Prix,2020,silverstone,
24712,1035,807,211,6,27,3,7,7,7,6,52,55.951,4837944,52,6,01:30.1,235.412,1,Finished,hulkenberg,racing_point,9,70th Anniversary Grand Prix,2020,silverstone,
24833,1041,807,211,3,27,20,8,8,8,4,60,32.596,5782237,58,11,01:30.7,204.256,1,Finished,hulkenberg,racing_point,20,Eifel Grand Prix,2020,nurburgring,
23792,989,815,10,1,11,12,11,11,11,0,58,46.817,5420100,51,11,01:27.6,217.849,1,Finished,perez,force_india,1,Australian Grand Prix,2018,albert_park,
23817,990,815,10,3,11,12,16,16,16,0,56,\N,\N,32,17,01:35.3,204.513,11,+1 Lap,perez,force_india,3,Bahrain Grand Prix,2018,bahrain,
23833,991,815,10,3,11,8,12,12,12,0,56,44.725,5781105,54,10,01:37.7,200.911,1,Finished,perez,force_india,17,Chinese Grand Prix,2018,shanghai,
23844,992,815,10,3,11,8,3,3,3,15,51,4.024,6228315,51,6,01:46.2,203.48,1,Finished,perez,force_india,73,Azerbaijan Grand Prix,2018,BAK,
23870,993,815,10,3,11,15,9,9,9,2,64,\N,\N,43,8,01:21.1,206.562,12,+2 Laps,perez,force_india,4,Spanish Grand Prix,2018,catalunya,
23893,994,815,10,1,11,9,12,12,12,0,78,+1:10.461,6245268,24,19,01:17.5,154.917,1,Finished,perez,force_india,6,Monaco Grand Prix,2018,monaco,
23915,995,815,10,3,11,10,14,14,14,0,67,\N,\N,64,7,01:15.1,209.049,11,+1 Lap,perez,force_india,7,Canadian Grand Prix,2018,villeneuve,
23939,996,815,10,0,11,13,\N,R,18,0,27,\N,\N,25,17,01:38.3,213.907,5,Engine,perez,force_india,34,French Grand Prix,2018,ricard,
23948,997,815,10,1,11,16,7,7,7,6,70,\N,\N,66,8,01:08.5,226.918,11,+1 Lap,perez,force_india,70,Austrian Grand Prix,2018,red_bull_ring,
23971,998,815,10,3,11,12,10,10,10,1,52,34.708,5284492,48,9,01:33.5,226.887,1,Finished,perez,force_india,9,British Grand Prix,2018,silverstone,
23989,999,815,10,1,11,10,7,7,7,6,67,30.556,5580401,66,15,01:17.9,211.468,1,Finished,perez,force_india,10,German Grand Prix,2018,hockenheimring,
24016,1000,815,10,1,11,19,14,14,14,0,69,\N,\N,56,16,01:23.3,189.419,11,+1 Lap,perez,force_india,11,Hungarian Grand Prix,2018,hungaroring,
24027,1001,815,10,3,11,4,5,5,5,10,44,+1:11.023,5085499,38,7,01:48.1,233.293,1,Finished,perez,force_india,13,Belgian Grand Prix,2018,spa,
24049,1002,815,10,1,11,14,8,8,7,6,53,58.678,4673162,44,11,01:24.2,247.743,1,Finished,perez,force_india,14,Italian Grand Prix,2018,monza,
24078,1003,815,10,6,11,7,16,16,16,0,60,\N,\N,48,13,01:45.4,172.947,11,+1 Lap,perez,force_india,15,Singapore Grand Prix,2018,marina_bay,
24092,1004,815,10,1,11,8,10,10,10,1,52,\N,\N,47,11,01:38.3,214.168,11,+1 Lap,perez,force_india,71,Russian Grand Prix,2018,sochi,
24109,1005,815,10,1,11,9,7,7,7,6,53,+1:19.379,5316441,43,9,01:34.1,222.223,1,Finished,perez,force_india,22,Japanese Grand Prix,2018,suzuka,
24130,1006,815,10,1,11,10,8,8,8,4,56,+1:41.080,5759723,45,13,01:40.0,198.483,1,Finished,perez,force_india,69,United States Grand Prix,2018,americas,
24160,1007,815,10,1,11,13,\N,R,18,0,38,\N,\N,6,19,01:23.5,185.461,23,Brakes,perez,force_india,32,Mexican Grand Prix,2018,rodriguez,
24172,1008,815,10,1,11,12,10,10,10,1,70,\N,\N,58,13,01:12.5,214.046,11,+1 Lap,perez,force_india,18,Brazilian Grand Prix,2018,interlagos,
24190,1009,815,10,1,11,14,8,8,8,4,55,+1:31.275,6071657,53,8,01:42.8,194.467,1,Finished,perez,force_india,24,Abu Dhabi Grand Prix,2018,yas_marina,
24215,1010,815,211,1,11,10,13,13,13,0,57,\N,\N,41,15,01:28.5,215.751,11,+1 Lap,perez,racing_point,1,Australian Grand Prix,2019,albert_park,
24232,1011,815,211,3,11,14,10,10,10,1,57,+1:03.696,5724991,51,14,01:36.3,202.254,1,Finished,perez,racing_point,3,Bahrain Grand Prix,2019,bahrain,
24250,1012,815,211,1,11,12,8,8,8,4,55,\N,\N,37,17,01:38.7,198.816,11,+1 Lap,perez,racing_point,17,Chinese Grand Prix,2019,shanghai,
24268,1013,815,211,1,11,5,6,6,6,8,51,+1:16.416,5589358,49,7,01:45.5,204.795,1,Finished,perez,racing_point,73,Azerbaijan Grand Prix,2019,BAK,
24297,1014,815,211,3,11,15,15,15,15,0,66,46.877,5797320,65,16,01:21.9,204.717,1,Finished,perez,racing_point,4,Spanish Grand Prix,2019,catalunya,
24318,1015,815,211,1,11,16,12,12,12,0,77,\N,\N,67,15,01:16.6,156.803,11,+1 Lap,perez,racing_point,6,Monaco Grand Prix,2019,monaco,
24337,1016,815,211,1,11,15,12,12,12,0,69,\N,\N,61,13,01:16.3,205.723,11,+1 Lap,perez,racing_point,7,Canadian Grand Prix,2019,villeneuve,
24357,1017,815,211,1,11,14,12,12,12,0,52,\N,\N,42,11,01:35.0,221.348,11,+1 Lap,perez,racing_point,34,French Grand Prix,2019,ricard,
24376,1018,815,211,1,11,13,11,11,11,0,70,\N,\N,67,14,01:09.1,225.087,11,+1 Lap,perez,racing_point,70,Austrian Grand Prix,2019,red_bull_ring,
24402,1019,815,211,6,11,15,17,17,17,0,51,\N,\N,50,7,01:29.5,237.072,11,+1 Lap,perez,racing_point,9,British Grand Prix,2019,silverstone,
24425,1020,815,211,0,11,8,\N,R,20,0,1,\N,\N,\N,0,\N,\N,20,Spun off,perez,racing_point,10,German Grand Prix,2019,hockenheimring,
24436,1021,815,211,1,11,16,11,11,11,0,69,\N,\N,47,15,01:21.7,192.962,11,+1 Lap,perez,racing_point,11,Hungarian Grand Prix,2019,hungaroring,
24451,1022,815,211,1,11,7,6,6,6,8,44,+1:24.448,5110158,29,13,01:48.8,231.79,1,Finished,perez,racing_point,13,Belgian Grand Prix,2019,spa,
24472,1023,815,211,1,11,18,7,7,7,6,53,+1:13.802,4600467,35,9,01:23.8,248.953,1,Finished,perez,racing_point,14,Italian Grand Prix,2019,monza,
24504,1024,815,211,1,11,15,\N,R,19,0,42,\N,\N,15,17,01:46.7,170.85,5,Engine,perez,racing_point,15,Singapore Grand Prix,2019,marina_bay,
24512,1025,815,211,1,11,11,7,7,7,6,53,48.728,5667720,49,7,01:38.0,214.73,1,Finished,perez,racing_point,71,Russian Grand Prix,2019,sochi,
24533,1026,815,211,3,11,17,8,8,8,4,51,\N,\N,46,7,01:32.6,225.706,11,+1 Lap,perez,racing_point,22,Japanese Grand Prix,2019,suzuka,
24552,1027,815,211,1,11,11,7,7,7,6,71,+1:13.819,5882723,70,12,01:20.5,192.512,1,Finished,perez,racing_point,32,Mexican Grand Prix,2019,rodriguez,
24575,1028,815,211,1,11,21,10,10,10,1,55,\N,\N,34,11,01:40.2,198.141,11,+1 Lap,perez,racing_point,69,United States Grand Prix,2019,americas,
24594,1029,815,211,3,11,15,9,9,9,2,71,11.529,5606207,64,12,01:12.8,212.965,1,Finished,perez,racing_point,18,Brazilian Grand Prix,2019,interlagos,
24612,1030,815,211,1,11,10,7,7,7,6,54,\N,\N,39,11,01:42.6,194.803,11,+1 Lap,perez,racing_point,24,Abu Dhabi Grand Prix,2019,yas_marina,
24631,1031,815,211,3,11,6,6,6,6,8,71,15.092,5470831,63,6,01:08.3,227.579,1,Finished,perez,racing_point,70,Austrian Grand Prix,2020,red_bull_ring,
24651,1032,815,211,1,11,17,6,6,6,8,71,+1:02.387,5033070,68,4,01:07.2,231.362,1,Finished,perez,racing_point,70,Styrian Grand Prix,2020,red_bull_ring,
24672,1033,815,211,3,11,4,7,7,7,6,69,\N,\N,39,10,01:20.1,196.923,11,+1 Lap,perez,racing_point,11,Hungarian Grand Prix,2020,hungaroring,
24730,1036,815,211,1,11,4,5,5,5,10,65,\N,\N,58,16,01:22.5,203.09,11,+1 Lap,perez,racing_point,4,Spanish Grand Prix,2020,catalunya,
24755,1037,815,211,1,11,8,10,10,10,1,44,53.179,5101940,20,9,01:48.4,232.628,1,Finished,perez,racing_point,13,Belgian Grand Prix,2020,spa,
24775,1038,815,211,3,11,4,10,10,10,1,53,23.224,6449280,50,8,01:24.3,247.282,1,Finished,perez,racing_point,14,Italian Grand Prix,2020,monza,
24790,1039,815,211,15,11,7,5,5,5,10,59,15.65,8390710,59,5,01:20.6,234.175,1,Finished,perez,racing_point,76,Tuscan Grand Prix,2020,mugello,
24809,1040,815,211,1,11,4,4,4,4,12,53,30.558,5670922,52,8,01:38.1,214.515,1,Finished,perez,racing_point,71,Russian Grand Prix,2020,sochi,
24829,1041,815,211,3,11,9,4,4,4,12,60,16.07,5765711,58,4,01:29.7,206.608,1,Finished,perez,racing_point,20,Eifel Grand Prix,2020,nurburgring,
24852,1042,815,211,3,11,5,7,7,7,6,65,\N,\N,49,11,01:20.8,207.306,11,+1 Lap,perez,racing_point,75,Portuguese Grand Prix,2020,portimao,
24871,1043,815,211,3,11,11,6,6,6,8,63,19.652,5332082,49,9,01:18.1,226.325,1,Finished,perez,racing_point,21,Emilia Romagna Grand Prix,2020,imola,
24887,1044,815,211,1,11,3,2,2,2,18,58,31.633,6170946,50,12,01:40.4,191.417,1,Finished,perez,racing_point,5,Turkish Grand Prix,2020,istanbul,
24923,1045,815,211,6,11,5,18,18,18,0,53,\N,\N,40,9,01:33.6,208.089,5,Engine,perez,racing_point,3,Bahrain Grand Prix,2020,bahrain,
24926,1046,815,211,3,11,5,1,1,1,25,87,31:15.1,5475114,69,3,00:56.8,224.599,1,Finished,perez,racing_point,3,Sakhir Grand Prix,2020,bahrain,
24965,1047,815,211,0,11,19,\N,R,20,0,8,\N,\N,6,19,01:43.3,193.625,7,Transmission,perez,racing_point,24,Abu Dhabi Grand Prix,2020,yas_marina,
25349,1051,815,9,3,11,11,4,4,4,12,57,+1:02.306,5130777,49,3,01:25.6,226.227,1,Finished,perez,red_bull,78,Qatar Grand Prix,2021,losail,
24970,1052,815,9,6,11,21,5,5,5,10,56,52.047,5575944,44,3,01:34.0,207.334,1,Finished,perez,red_bull,3,Bahrain Grand Prix,2021,bahrain,
24996,1053,815,9,3,11,2,11,11,11,0,63,67.151,7421749,62,13,01:19.4,222.585,1,Finished,perez,red_bull,21,Emilia Romagna Grand Prix,2021,imola,
25009,1054,815,9,6,11,4,4,4,4,12,66,39.735,5711156,55,2,01:20.6,207.715,1,Finished,perez,red_bull,75,Portuguese Grand Prix,2021,portimao,
25030,1055,815,9,3,11,8,5,5,5,10,66,+1:03.671,5651351,60,3,01:19.5,211.743,1,Finished,perez,red_bull,4,Spanish Grand Prix,2021,catalunya,
25049,1056,815,9,1,11,9,4,4,4,12,78,20.49,5957310,32,3,01:14.6,161.138,1,Finished,perez,red_bull,6,Monaco Grand Prix,2021,monaco,
25066,1057,815,9,6,11,6,1,1,1,25,51,13:36.4,8016410,45,2,01:44.7,206.432,1,Finished,perez,red_bull,73,Azerbaijan Grand Prix,2021,BAK,
25109,1058,815,9,3,11,4,4,4,4,12,71,47.434,4986359,57,2,01:07.9,228.956,1,Finished,perez,red_bull,70,Styrian Grand Prix,2021,red_bull_ring,
25088,1059,815,9,1,11,4,3,3,3,15,53,8.811,5254581,53,2,01:36.7,217.504,1,Finished,perez,red_bull,34,French Grand Prix,2021,ricard,
25131,1060,815,9,1,11,3,6,6,6,8,71,57.915,5092458,55,5,01:08.2,227.956,1,Finished,perez,red_bull,70,Austrian Grand Prix,2021,red_bull_ring,
25161,1061,815,9,10,11,21,16,16,16,0,51,\N,\N,50,1,01:28.6,239.317,11,+1 Lap,perez,red_bull,9,British Grand Prix,2021,silverstone,
25182,1062,815,9,0,11,4,\N,R,17,0,0,\N,\N,\N,0,\N,\N,4,Collision,perez,red_bull,11,Hungarian Grand Prix,2021,hungaroring,
25204,1063,815,9,0,11,21,19,19,19,0,1,38.205,245276,\N,0,\N,\N,1,Finished,perez,red_bull,13,Belgian Grand Prix,2021,spa,
25213,1064,815,9,3,11,21,8,8,8,4,71,\N,\N,59,4,01:13.5,208.714,11,+1 Lap,perez,red_bull,39,Dutch Grand Prix,2021,zandvoort,
25230,1065,815,9,1,11,8,5,5,5,10,53,8.723,4923088,53,4,01:25.2,244.901,1,Finished,perez,red_bull,14,Italian Grand Prix,2021,monza,
25254,1066,815,9,3,11,8,9,9,9,2,53,+1:30.076,5531077,45,10,01:39.2,212.193,1,Finished,perez,red_bull,71,Russian Grand Prix,2021,sochi,
25268,1067,815,9,1,11,6,3,3,3,15,58,33.471,5497574,53,4,01:32.5,207.841,1,Finished,perez,red_bull,5,Turkish Grand Prix,2021,istanbul,
25288,1069,815,9,3,11,3,3,3,3,15,56,42.223,5718775,32,4,01:39.6,199.333,1,Finished,perez,red_bull,69,United States Grand Prix,2021,americas,
25308,1070,815,9,1,11,4,3,3,3,15,71,17.752,5936838,49,3,01:19.5,194.976,1,Finished,perez,red_bull,32,Mexico City Grand Prix,2021,rodriguez,
25329,1071,815,9,15,11,4,4,4,4,13,71,39.94,5582791,71,1,01:11.0,218.453,1,Finished,perez,red_bull,18,São Paulo Grand Prix,2021,interlagos,
25382,1072,815,9,3,11,5,\N,R,17,0,14,\N,\N,9,17,01:34.1,236.104,4,Collision,perez,red_bull,77,Saudi Arabian Grand Prix,2021,jeddah,
25400,1073,815,9,6,11,4,15,15,15,0,55,\N,\N,51,2,01:26.4,219.993,5,Engine,perez,red_bull,24,Abu Dhabi Grand Prix,2021,yas_marina,
23785,989,817,9,1,3,8,4,4,4,12,58,7.069,5380352,54,1,01:25.9,222.128,1,Finished,ricciardo,red_bull,1,Australian Grand Prix,2018,albert_park,
23821,990,817,9,0,3,4,\N,R,20,0,1,\N,\N,\N,0,\N,\N,10,Electrical,ricciardo,red_bull,3,Bahrain Grand Prix,2018,bahrain,
23822,991,817,9,3,3,6,1,1,1,25,56,35:36.4,5736380,55,1,01:35.8,204.871,1,Finished,ricciardo,red_bull,17,Chinese Grand Prix,2018,shanghai,
23858,992,817,9,1,3,4,\N,R,17,0,39,\N,\N,34,3,01:45.4,204.999,4,Collision,ricciardo,red_bull,73,Azerbaijan Grand Prix,2018,BAK,
23866,993,817,9,1,3,6,5,5,5,10,66,50.058,5780030,61,1,01:18.4,213.638,1,Finished,ricciardo,red_bull,4,Spanish Grand Prix,2018,catalunya,
23882,994,817,9,1,3,1,1,1,1,25,78,42:54.8,6174807,13,5,01:15.6,158.984,1,Finished,ricciardo,red_bull,6,Monaco Grand Prix,2018,monaco,
23905,995,817,9,1,3,6,4,4,4,12,68,20.892,5332269,59,5,01:14.2,211.701,1,Finished,ricciardo,red_bull,7,Canadian Grand Prix,2018,villeneuve,
23925,996,817,9,1,3,5,4,4,4,12,53,34.736,5446121,37,7,01:35.4,220.494,1,Finished,ricciardo,red_bull,34,French Grand Prix,2018,ricard,
23959,997,817,9,3,3,7,\N,R,18,0,53,\N,\N,46,5,01:07.6,229.983,43,Exhaust,ricciardo,red_bull,70,Austrian Grand Prix,2018,red_bull_ring,
23966,998,817,9,3,3,6,5,5,5,10,52,9.5,5259284,46,5,01:31.6,231.551,1,Finished,ricciardo,red_bull,9,British Grand Prix,2018,silverstone,
24002,999,817,9,0,3,20,\N,R,20,0,27,\N,\N,22,18,01:18.3,210.4,5,Engine,ricciardo,red_bull,10,German Grand Prix,2018,hockenheimring,
24006,1000,817,9,1,3,12,4,4,4,12,70,46.419,5882846,46,1,01:20.0,197.115,1,Finished,ricciardo,red_bull,11,Hungarian Grand Prix,2018,hungaroring,
24038,1001,817,9,0,3,8,\N,R,16,0,28,\N,\N,27,15,01:49.2,230.812,31,Retired,ricciardo,red_bull,13,Belgian Grand Prix,2018,spa,
24059,1002,817,9,1,3,19,\N,R,17,0,23,\N,\N,46,18,01:25.7,243.369,5,Engine,ricciardo,red_bull,14,Italian Grand Prix,2018,monza,
24068,1003,817,9,1,3,6,6,6,6,8,61,53.982,6725593,59,3,01:43.1,176.753,1,Finished,ricciardo,red_bull,15,Singapore Grand Prix,2018,marina_bay,
24088,1004,817,9,1,3,18,6,6,6,8,53,+1:20.451,5325632,41,5,01:36.3,218.514,1,Finished,ricciardo,red_bull,71,Russian Grand Prix,2018,sochi,
24106,1005,817,9,1,3,15,4,4,4,12,53,19.495,5256557,50,4,01:33.2,224.336,1,Finished,ricciardo,red_bull,22,Japanese Grand Prix,2018,suzuka,
24138,1006,817,9,0,3,4,\N,R,16,0,8,\N,\N,49,15,01:40.4,197.612,84,Battery,ricciardo,red_bull,69,United States Grand Prix,2018,americas,
24159,1007,817,9,1,3,1,\N,R,17,0,61,\N,\N,57,3,01:19.5,194.991,5,Engine,ricciardo,red_bull,32,Mexican Grand Prix,2018,rodriguez,
24166,1008,817,9,1,3,11,4,4,4,12,71,+5.193s,5234259,62,3,01:11.3,217.434,1,Finished,ricciardo,red_bull,18,Brazilian Grand Prix,2018,interlagos,
24186,1009,817,9,1,3,5,4,4,4,12,55,15.379,5995761,35,3,01:41.2,197.477,1,Finished,ricciardo,red_bull,24,Abu Dhabi Grand Prix,2018,yas_marina,
24221,1010,817,4,1,3,12,\N,R,19,0,28,\N,\N,18,19,01:29.8,212.478,137,Damage,ricciardo,renault,1,Australian Grand Prix,2019,albert_park,
24240,1011,817,4,1,3,10,\N,R,18,0,53,\N,\N,42,15,01:36.7,201.487,60,Out of fuel,ricciardo,renault,3,Bahrain Grand Prix,2019,bahrain,
24249,1012,817,4,1,3,7,7,7,7,6,55,\N,\N,38,16,01:38.6,198.957,11,+1 Lap,ricciardo,renault,17,Chinese Grand Prix,2019,shanghai,
24282,1013,817,4,1,3,10,\N,R,20,0,31,\N,\N,29,15,01:46.8,202.41,4,Collision,ricciardo,renault,73,Azerbaijan Grand Prix,2019,BAK,
24294,1014,817,4,3,3,13,12,12,12,0,66,36.758,5787201,56,7,01:20.6,207.876,1,Finished,ricciardo,renault,4,Spanish Grand Prix,2019,catalunya,
24314,1015,817,4,1,3,6,9,9,9,2,78,+1:00.894,6269331,78,4,01:15.7,158.701,1,Finished,ricciardo,renault,6,Monaco Grand Prix,2019,monaco,
24331,1016,817,4,1,3,4,6,6,6,8,69,\N,\N,55,9,01:16.1,206.37,11,+1 Lap,ricciardo,renault,7,Canadian Grand Prix,2019,villeneuve,
24356,1017,817,4,1,3,8,11,11,11,0,52,\N,\N,42,14,01:35.2,221.032,11,+1 Lap,ricciardo,renault,34,French Grand Prix,2019,ricard,
24377,1018,817,4,1,3,12,12,12,12,0,70,\N,\N,65,4,01:08.0,228.536,11,+1 Lap,ricciardo,renault,70,Austrian Grand Prix,2019,red_bull_ring,
24392,1019,817,4,3,3,7,7,7,7,6,52,54.401,4922853,50,9,01:29.6,236.628,1,Finished,ricciardo,renault,9,British Grand Prix,2019,silverstone,
24424,1020,817,4,1,3,13,\N,R,19,0,13,\N,\N,10,19,01:32.7,177.719,43,Exhaust,ricciardo,renault,10,German Grand Prix,2019,hockenheimring,
24439,1021,817,4,1,3,20,14,14,14,0,69,\N,\N,49,8,01:20.8,195.098,11,+1 Lap,ricciardo,renault,11,Hungarian Grand Prix,2019,hungaroring,
24459,1022,817,4,1,3,10,14,14,14,0,43,\N,\N,21,18,01:50.5,228.285,11,+1 Lap,ricciardo,renault,13,Belgian Grand Prix,2019,spa,
24469,1023,817,4,1,3,5,4,4,4,12,53,45.515,4572180,53,7,01:23.5,249.859,1,Finished,ricciardo,renault,14,Italian Grand Prix,2019,monza,
24499,1024,817,4,1,3,20,14,14,14,0,61,37.66,7151327,55,14,01:45.9,172.088,1,Finished,ricciardo,renault,15,Singapore Grand Prix,2019,marina_bay,
24524,1025,817,4,1,3,10,\N,R,19,0,24,\N,\N,22,17,01:41.3,207.859,4,Collision,ricciardo,renault,71,Russian Grand Prix,2019,sochi,
24544,1026,817,4,1,3,16,\N,D,19,0,51,\N,\N,48,11,01:33.5,223.63,2,Disqualified,ricciardo,renault,22,Japanese Grand Prix,2019,suzuka,
24553,1027,817,4,1,3,13,8,8,8,4,71,+1:14.924,5883828,53,9,01:20.1,193.327,1,Finished,ricciardo,renault,32,Mexican Grand Prix,2019,rodriguez,
24571,1028,817,4,1,3,9,6,6,6,8,56,+1:30.366,5726019,28,14,01:40.6,197.354,1,Finished,ricciardo,renault,69,United States Grand Prix,2019,americas,
24591,1029,817,4,3,3,11,6,6,6,8,71,10.541,5605219,44,11,01:12.7,213.278,1,Finished,ricciardo,renault,18,Brazilian Grand Prix,2019,interlagos,
24616,1030,817,4,3,3,7,11,11,11,0,54,\N,\N,51,6,01:41.2,197.592,11,+1 Lap,ricciardo,renault,24,Abu Dhabi Grand Prix,2019,yas_marina,
24644,1031,817,4,0,3,10,\N,R,19,0,17,\N,\N,8,19,01:10.6,220.15,25,Overheating,ricciardo,renault,70,Austrian Grand Prix,2020,red_bull_ring,
24653,1032,817,4,1,3,8,8,8,8,4,71,+1:02.591,5033274,65,9,01:07.8,229.166,1,Finished,ricciardo,renault,70,Styrian Grand Prix,2020,red_bull_ring,
24673,1033,817,4,3,3,11,8,8,8,4,69,\N,\N,46,7,01:19.5,198.305,11,+1 Lap,ricciardo,renault,11,Hungarian Grand Prix,2020,hungaroring,
24689,1034,817,4,1,3,8,4,4,4,12,52,19.65,5300933,49,5,01:29.5,237.004,1,Finished,ricciardo,renault,9,British Grand Prix,2020,silverstone,
24719,1035,817,4,6,3,5,14,14,14,0,51,\N,\N,39,16,01:31.2,232.621,11,+1 Lap,ricciardo,renault,9,70th Anniversary Grand Prix,2020,silverstone,
24736,1036,817,4,1,3,13,11,11,11,0,65,\N,\N,51,14,01:22.5,203.215,11,+1 Lap,ricciardo,renault,4,Spanish Grand Prix,2020,catalunya,
24749,1037,817,4,1,3,4,4,4,4,13,44,18.877,5067638,44,1,01:47.5,234.589,1,Finished,ricciardo,renault,13,Belgian Grand Prix,2020,spa,
24771,1038,817,4,3,3,7,6,6,6,8,53,8.391,6434447,38,4,01:23.9,248.573,1,Finished,ricciardo,renault,14,Italian Grand Prix,2020,monza,
24789,1039,817,4,15,3,8,4,4,4,12,59,10.417,8385477,57,4,01:20.4,234.774,1,Finished,ricciardo,renault,76,Tuscan Grand Prix,2020,mugello,
24810,1040,817,4,1,3,5,5,5,5,10,53,52.065,5692429,53,6,01:37.9,215.074,1,Finished,ricciardo,renault,71,Russian Grand Prix,2020,sochi,
24828,1041,817,4,3,3,6,3,3,3,15,60,14.613,5764254,53,3,01:29.6,206.876,1,Finished,ricciardo,renault,20,Eifel Grand Prix,2020,nurburgring,
24854,1042,817,4,1,3,10,9,9,9,2,65,\N,\N,61,14,01:20.9,207.04,11,+1 Lap,ricciardo,renault,75,Portuguese Grand Prix,2020,portimao,
24868,1043,817,4,1,3,5,3,3,3,15,63,14.32,5326750,62,4,01:17.6,227.878,1,Finished,ricciardo,renault,21,Emilia Romagna Grand Prix,2020,imola,
24895,1044,817,4,3,3,5,10,10,10,1,58,+1:35.460,6234773,54,13,01:40.7,190.875,1,Finished,ricciardo,renault,5,Turkish Grand Prix,2020,istanbul,
