resultId,raceId,driverId,constructorId,pitstops,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rankfast,fastestLapTime,fastestLapSpeed,statusId,status,driverRef,constructorRef,circuitId,name,year,circuitRef,
25027,1055,830,9,3,33,2,2,2,2,19,66,15.841,5603521,62,1,01:18.1,215.357,1,Finished,max_verstappen,red_bull,4,Spanish Grand Prix,2021,catalunya,
25046,1056,830,9,1,33,2,1,1,1,25,78,38:56.8,5936820,58,6,01:14.6,160.929,1,Finished,max_verstappen,red_bull,6,Monaco Grand Prix,2021,monaco,
25083,1057,830,9,1,33,3,\N,R,18,0,45,\N,\N,44,1,01:44.5,206.839,3,Accident,max_verstappen,red_bull,73,Azerbaijan Grand Prix,2021,BAK,
25106,1058,830,9,1,33,1,1,1,1,25,71,22:18.9,4938925,68,3,01:08.0,228.542,1,Finished,max_verstappen,red_bull,70,Styrian Grand Prix,2021,red_bull_ring,
25086,1059,830,9,3,33,1,1,1,1,26,53,27:25.8,5245770,35,1,01:36.4,218.156,1,Finished,max_verstappen,red_bull,34,French Grand Prix,2021,ricard,
25126,1060,830,9,3,33,1,1,1,1,26,71,23:54.5,5034543,62,1,01:06.2,234.815,1,Finished,max_verstappen,red_bull,70,Austrian Grand Prix,2021,red_bull_ring,
25165,1061,830,9,0,33,1,\N,R,20,3,0,\N,\N,\N,0,\N,\N,4,Collision,max_verstappen,red_bull,9,British Grand Prix,2021,silverstone,
25174,1062,830,9,15,33,3,9,9,9,2,70,+1:20.244,7563443,43,4,192.074,194.843,1,Finished,max_verstappen,red_bull,11,Hungarian Grand Prix,2021,hungaroring,
25186,1063,830,9,0,33,1,1,1,1,12.5,1,03:27.1,207071,\N,0,\N,\N,1,Finished,max_verstappen,red_bull,13,Belgian Grand Prix,2021,spa,
25206,1064,830,9,3,33,1,1,1,1,25,72,30:05.4,5405395,60,3,01:13.3,209.244,1,Finished,max_verstappen,red_bull,39,Dutch Grand Prix,2021,zandvoort,
25243,1065,830,9,1,33,1,\N,R,18,2,25,\N,\N,25,5,01:25.2,244.852,4,Collision,max_verstappen,red_bull,14,Italian Grand Prix,2021,monza,
25247,1066,830,9,3,33,20,2,2,2,18,53,53.271,5494272,28,5,01:38.4,213.959,1,Finished,max_verstappen,red_bull,71,Russian Grand Prix,2021,sochi,
25267,1067,830,9,1,33,2,2,2,2,18,58,14.584,5478687,53,9,01:32.8,207.169,1,Finished,max_verstappen,red_bull,5,Turkish Grand Prix,2021,istanbul,
25286,1069,830,9,3,33,1,1,1,1,25,56,34:36.6,5676552,52,2,01:39.1,200.278,1,Finished,max_verstappen,red_bull,69,United States Grand Prix,2021,americas,
25306,1070,830,9,1,33,3,1,1,1,25,71,38:39.1,5919086,52,2,01:19.0,196.134,1,Finished,max_verstappen,red_bull,32,Mexico City Grand Prix,2021,rodriguez,
25327,1071,830,9,10,33,2,2,2,2,20,71,10.496,5553347,47,3,01:12.5,214.005,1,Finished,max_verstappen,red_bull,18,São Paulo Grand Prix,2021,interlagos,
25367,1072,830,9,3,33,3,2,2,2,18,50,11.825,7586943,35,3,01:31.5,242.943,1,Finished,max_verstappen,red_bull,77,Saudi Arabian Grand Prix,2021,jeddah,
25386,1073,830,9,6,33,1,1,1,1,26,58,30:17.3,5417345,39,1,01:26.1,220.8,1,Finished,max_verstappen,red_bull,24,Abu Dhabi Grand Prix,2021,yas_marina,
23791,989,832,4,1,55,9,10,10,10,1,58,45.722,5419005,51,12,01:27.9,217.079,1,Finished,sainz,renault,1,Australian Grand Prix,2018,albert_park,
23812,990,832,4,3,55,10,11,11,11,0,56,\N,\N,35,18,01:35.5,203.937,11,+1 Lap,sainz,renault,3,Bahrain Grand Prix,2018,bahrain,
23830,991,832,4,3,55,9,9,9,9,2,56,35.763,5772143,54,11,01:37.8,200.744,1,Finished,sainz,renault,17,Chinese Grand Prix,2018,shanghai,
23846,992,832,4,3,55,9,5,5,5,10,51,7.515,6231806,50,9,01:46.9,202.242,1,Finished,sainz,renault,73,Azerbaijan Grand Prix,2018,BAK,
23868,993,832,4,1,55,9,7,7,7,6,65,\N,\N,61,9,01:21.3,206.064,11,+1 Lap,sainz,renault,4,Spanish Grand Prix,2018,catalunya,
23891,994,832,4,1,55,8,10,10,10,1,78,+1:09.013,6243820,19,18,01:17.5,155.027,1,Finished,sainz,renault,6,Monaco Grand Prix,2018,monaco,
