resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rankfast,fastestLapTime,fastestLapSpeed,statusId,status,driverRef,constructorRef,circuitId,name,year,circuitRef,rank_yrs_exp_driver,rank_wins_driver,rank_quali_wins_driver
23783,989,1,131,44,1,2,2,2,18.0,58,5.036,5378319,50,3,01:26.4,220.845,1,Finished,hamilton,mercedes,1,Australian Grand Prix,2018,albert_park,3.0,1.0,1.0
23784,989,8,6,7,2,3,3,3,15.0,58,6.309,5379592,57,2,01:26.4,221.027,1,Finished,raikkonen,ferrari,1,Australian Grand Prix,2018,albert_park,1.0,4.0,4.0
23782,989,20,6,5,3,1,1,1,25.0,58,29:33.3,5373283,53,4,01:26.5,220.782,1,Finished,vettel,ferrari,1,Australian Grand Prix,2018,albert_park,3.0,2.0,2.0
23787,989,830,9,33,4,6,6,6,8.0,58,28.945,5402228,54,5,01:26.9,219.737,1,Finished,max_verstappen,red_bull,1,Australian Grand Prix,2018,albert_park,10.0,5.0,6.0
23798,989,825,210,20,5,\N,R,17,0.0,22,\N,\N,21,17,01:29.5,213.224,36,Wheel,kevin_magnussen,haas,1,Australian Grand Prix,2018,albert_park,12.0,13.0,13.0
23797,989,154,210,8,6,\N,R,16,0.0,24,\N,\N,23,16,01:28.8,214.974,36,Wheel,grosjean,haas,1,Australian Grand Prix,2018,albert_park,7.0,13.0,13.0
23788,989,807,4,27,7,7,7,7,6.0,58,32.671,5405954,57,9,01:27.1,219.23,1,Finished,hulkenberg,renault,1,Australian Grand Prix,2018,albert_park,7.0,13.0,9.0
23785,989,817,9,3,8,4,4,4,12.0,58,7.069,5380352,54,1,01:25.9,222.128,1,Finished,ricciardo,red_bull,1,Australian Grand Prix,2018,albert_park,5.0,7.0,8.0
23791,989,832,4,55,9,10,10,10,1.0,58,45.722,5419005,51,12,01:27.9,217.079,1,Finished,sainz,renault,1,Australian Grand Prix,2018,albert_park,10.0,13.0,13.0
23786,989,4,1,14,10,5,5,5,10.0,58,27.886,5401169,57,7,01:27.0,219.489,1,Finished,alonso,mclaren,1,Australian Grand Prix,2018,albert_park,1.0,3.0,3.0
23790,989,838,1,2,11,9,9,9,2.0,58,34.921,5408204,57,6,01:27.0,219.54,1,Finished,vandoorne,mclaren,1,Australian Grand Prix,2018,albert_park,23.0,13.0,13.0
23792,989,815,10,11,12,11,11,11,0.0,58,46.817,5420100,51,11,01:27.6,217.849,1,Finished,perez,force_india,1,Australian Grand Prix,2018,albert_park,5.0,8.0,13.0
23795,989,840,3,18,13,14,14,14,0.0,58,+1:18.288,5451571,55,14,01:28.5,215.688,1,Finished,stroll,williams,1,Australian Grand Prix,2018,albert_park,14.0,13.0,9.0
23793,989,839,10,31,14,12,12,12,0.0,58,+1:00.278,5433561,57,10,01:27.6,217.931,1,Finished,ocon,force_india,1,Australian Grand Prix,2018,albert_park,14.0,10.0,13.0
23789,989,822,131,77,15,8,8,8,4.0,58,34.339,5407622,54,8,01:27.0,219.386,1,Finished,bottas,mercedes,1,Australian Grand Prix,2018,albert_park,7.0,6.0,4.0
23796,989,843,5,28,16,15,15,15,0.0,57,\N,\N,57,13,01:28.2,216.507,11,+1 Lap,brendon_hartley,toro_rosso,1,Australian Grand Prix,2018,albert_park,26.0,13.0,13.0
23800,989,828,15,9,17,\N,R,19,0.0,5,\N,\N,4,19,01:32.2,207.036,38,Steering,ericsson,sauber,1,Australian Grand Prix,2018,albert_park,18.0,13.0,13.0
23794,989,844,15,16,18,13,13,13,0.0,58,+1:15.759,5449042,56,15,01:28.8,215.085,1,Finished,leclerc,sauber,1,Australian Grand Prix,2018,albert_park,18.0,8.0,7.0
23801,989,845,3,35,19,\N,R,20,0.0,4,\N,\N,3,20,01:32.6,206.224,23,Brakes,sirotkin,williams,1,Australian Grand Prix,2018,albert_park,30.0,13.0,13.0
23799,989,842,5,10,20,\N,R,18,0.0,13,\N,\N,13,18,01:30.6,210.601,5,Engine,gasly,toro_rosso,1,Australian Grand Prix,2018,albert_park,14.0,10.0,13.0
23802,990,20,6,5,1,1,1,1,25.0,57,32:01.9,5521940,21,7,01:34.5,206.274,1,Finished,vettel,ferrari,3,Bahrain Grand Prix,2018,bahrain,3.0,2.0,2.0
23819,990,8,6,7,2,\N,R,18,0.0,35,\N,\N,22,6,01:34.3,206.527,36,Wheel,raikkonen,ferrari,3,Bahrain Grand Prix,2018,bahrain,1.0,4.0,4.0
23803,990,822,131,77,3,2,2,2,18.0,57,0.699,5522639,22,1,01:33.7,207.842,1,Finished,bottas,mercedes,3,Bahrain Grand Prix,2018,bahrain,7.0,6.0,4.0
23821,990,817,9,3,4,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,10,Electrical,ricciardo,red_bull,3,Bahrain Grand Prix,2018,bahrain,5.0,7.0,8.0
23805,990,842,5,10,5,4,4,4,12.0,57,+1:02.234,5584174,46,11,01:34.9,205.382,1,Finished,gasly,toro_rosso,3,Bahrain Grand Prix,2018,bahrain,14.0,10.0,13.0
23806,990,825,210,20,6,5,5,5,10.0,57,+1:15.046,5596986,29,5,01:34.3,206.549,1,Finished,kevin_magnussen,haas,3,Bahrain Grand Prix,2018,bahrain,12.0,13.0,13.0
23807,990,807,4,27,7,6,6,6,8.0,57,+1:39.024,5620964,50,9,01:34.7,205.807,1,Finished,hulkenberg,renault,3,Bahrain Grand Prix,2018,bahrain,7.0,13.0,9.0
23811,990,839,10,31,8,10,10,10,1.0,56,\N,\N,38,12,01:35.0,204.993,11,+1 Lap,ocon,force_india,3,Bahrain Grand Prix,2018,bahrain,14.0,10.0,13.0
23804,990,1,131,44,9,3,3,3,15.0,57,6.512,5528452,51,2,01:34.0,207.371,1,Finished,hamilton,mercedes,3,Bahrain Grand Prix,2018,bahrain,3.0,1.0,1.0
23812,990,832,4,55,10,11,11,11,0.0,56,\N,\N,35,18,01:35.5,203.937,11,+1 Lap,sainz,renault,3,Bahrain Grand Prix,2018,bahrain,10.0,13.0,13.0
23818,990,843,5,28,11,17,17,17,0.0,56,\N,\N,42,8,01:34.6,206.034,11,+1 Lap,brendon_hartley,toro_rosso,3,Bahrain Grand Prix,2018,bahrain,26.0,13.0,13.0
23817,990,815,10,11,12,16,16,16,0.0,56,\N,\N,32,17,01:35.3,204.513,11,+1 Lap,perez,force_india,3,Bahrain Grand Prix,2018,bahrain,5.0,8.0,13.0
23808,990,4,1,14,13,7,7,7,6.0,56,\N,\N,47,4,01:34.2,206.898,11,+1 Lap,alonso,mclaren,3,Bahrain Grand Prix,2018,bahrain,1.0,3.0,3.0
23809,990,838,1,2,14,8,8,8,4.0,56,\N,\N,30,16,01:35.1,204.803,11,+1 Lap,vandoorne,mclaren,3,Bahrain Grand Prix,2018,bahrain,23.0,13.0,13.0
23820,990,830,9,33,15,\N,R,19,0.0,3,\N,\N,\N,0,\N,\N,29,Puncture,max_verstappen,red_bull,3,Bahrain Grand Prix,2018,bahrain,10.0,5.0,6.0
23814,990,154,210,8,16,13,13,13,0.0,56,\N,\N,44,10,01:34.7,205.759,11,+1 Lap,grosjean,haas,3,Bahrain Grand Prix,2018,bahrain,7.0,13.0,13.0
23810,990,828,15,9,17,9,9,9,2.0,56,\N,\N,26,15,01:35.1,204.885,11,+1 Lap,ericsson,sauber,3,Bahrain Grand Prix,2018,bahrain,18.0,13.0,13.0
23816,990,845,3,35,18,15,15,15,0.0,56,\N,\N,47,3,01:34.1,207.151,11,+1 Lap,sirotkin,williams,3,Bahrain Grand Prix,2018,bahrain,30.0,13.0,13.0
23813,990,844,15,16,19,12,12,12,0.0,56,\N,\N,35,14,01:35.1,204.924,11,+1 Lap,leclerc,sauber,3,Bahrain Grand Prix,2018,bahrain,18.0,8.0,7.0
23815,990,840,3,18,20,14,14,14,0.0,56,\N,\N,40,13,01:35.1,204.961,11,+1 Lap,stroll,williams,3,Bahrain Grand Prix,2018,bahrain,14.0,13.0,9.0
23829,991,20,6,5,1,8,8,8,4.0,56,35.286,5771666,24,9,01:37.5,201.311,1,Finished,vettel,ferrari,17,Chinese Grand Prix,2018,shanghai,3.0,2.0,2.0
23824,991,8,6,7,2,3,3,3,15.0,56,9.637,5746017,48,3,01:36.5,203.446,1,Finished,raikkonen,ferrari,17,Chinese Grand Prix,2018,shanghai,1.0,4.0,4.0
23823,991,822,131,77,3,2,2,2,18.0,56,8.894,5745274,50,6,01:37.0,202.332,1,Finished,bottas,mercedes,17,Chinese Grand Prix,2018,shanghai,7.0,6.0,4.0
23825,991,1,131,44,4,4,4,4,12.0,56,16.985,5753365,20,4,01:36.9,202.559,1,Finished,hamilton,mercedes,17,Chinese Grand Prix,2018,shanghai,3.0,1.0,1.0
23826,991,830,9,33,5,5,5,5,10.0,56,20.436,5756816,50,2,01:36.2,203.974,1,Finished,max_verstappen,red_bull,17,Chinese Grand Prix,2018,shanghai,10.0,5.0,6.0
23822,991,817,9,3,6,1,1,1,25.0,56,35:36.4,5736380,55,1,01:35.8,204.871,1,Finished,ricciardo,red_bull,17,Chinese Grand Prix,2018,shanghai,5.0,7.0,8.0
23827,991,807,4,27,7,6,6,6,8.0,56,21.052,5757432,56,5,01:36.9,202.553,1,Finished,hulkenberg,renault,17,Chinese Grand Prix,2018,shanghai,7.0,13.0,9.0
23833,991,815,10,11,8,12,12,12,0.0,56,44.725,5781105,54,10,01:37.7,200.911,1,Finished,perez,force_india,17,Chinese Grand Prix,2018,shanghai,5.0,8.0,13.0
23830,991,832,4,55,9,9,9,9,2.0,56,35.763,5772143,54,11,01:37.8,200.744,1,Finished,sainz,renault,17,Chinese Grand Prix,2018,shanghai,10.0,13.0,13.0
23838,991,154,210,8,10,17,17,17,0.0,56,+1:05.296,5801676,51,8,01:37.4,201.453,1,Finished,grosjean,haas,17,Chinese Grand Prix,2018,shanghai,7.0,13.0,13.0
23831,991,825,210,20,11,10,10,10,1.0,56,39.594,5775974,54,14,01:38.2,199.93,1,Finished,kevin_magnussen,haas,17,Chinese Grand Prix,2018,shanghai,12.0,13.0,13.0
23832,991,839,10,31,12,11,11,11,0.0,56,44.05,5780430,47,12,01:38.0,200.271,1,Finished,ocon,force_india,17,Chinese Grand Prix,2018,shanghai,14.0,10.0,13.0
23828,991,4,1,14,13,7,7,7,6.0,56,30.639,5767019,56,7,01:37.2,201.818,1,Finished,alonso,mclaren,17,Chinese Grand Prix,2018,shanghai,1.0,3.0,3.0
23834,991,838,1,2,14,13,13,13,0.0,56,49.373,5785753,54,13,01:38.1,199.961,1,Finished,vandoorne,mclaren,17,Chinese Grand Prix,2018,shanghai,23.0,13.0,13.0
23841,991,843,5,28,15,20,20,20,0.0,51,\N,\N,50,20,01:39.4,197.468,130,Collision damage,brendon_hartley,toro_rosso,17,Chinese Grand Prix,2018,shanghai,26.0,13.0,13.0
23836,991,845,3,35,16,15,15,15,0.0,56,58.241,5794621,47,18,01:38.6,198.973,1,Finished,sirotkin,williams,17,Chinese Grand Prix,2018,shanghai,30.0,13.0,13.0
23839,991,842,5,10,17,18,18,18,0.0,56,+1:06.330,5802710,54,15,01:38.4,199.493,1,Finished,gasly,toro_rosso,17,Chinese Grand Prix,2018,shanghai,14.0,10.0,13.0
23835,991,840,3,18,18,14,14,14,0.0,56,55.49,5791870,54,17,01:38.5,199.224,1,Finished,stroll,williams,17,Chinese Grand Prix,2018,shanghai,14.0,13.0,9.0
23840,991,844,15,16,19,19,19,19,0.0,56,+1:22.575,5818955,23,19,01:38.8,198.603,1,Finished,leclerc,sauber,17,Chinese Grand Prix,2018,shanghai,18.0,8.0,7.0
23837,991,828,15,9,20,16,16,16,0.0,56,+1:02.604,5798984,52,16,01:38.4,199.455,1,Finished,ericsson,sauber,17,Chinese Grand Prix,2018,shanghai,18.0,13.0,13.0
23845,992,20,6,5,1,4,4,4,12.0,51,5.329,6229620,38,4,01:45.5,204.783,1,Finished,vettel,ferrari,73,Azerbaijan Grand Prix,2018,BAK,3.0,2.0,2.0
23842,992,1,131,44,2,1,1,1,25.0,51,43:44.3,6224291,35,2,01:45.4,205.012,1,Finished,hamilton,mercedes,73,Azerbaijan Grand Prix,2018,BAK,3.0,1.0,1.0
23855,992,822,131,77,3,\N,R,14,0.0,48,\N,\N,37,1,01:45.1,205.525,29,Puncture,bottas,mercedes,73,Azerbaijan Grand Prix,2018,BAK,7.0,6.0,4.0
23858,992,817,9,3,4,\N,R,17,0.0,39,\N,\N,34,3,01:45.4,204.999,4,Collision,ricciardo,red_bull,73,Azerbaijan Grand Prix,2018,BAK,5.0,7.0,8.0
23857,992,830,9,33,5,\N,R,16,0.0,39,\N,\N,31,5,01:45.8,204.316,4,Collision,max_verstappen,red_bull,73,Azerbaijan Grand Prix,2018,BAK,10.0,5.0,6.0
23843,992,8,6,7,6,2,2,2,18.0,51,2.46,6226751,50,7,01:46.5,202.874,1,Finished,raikkonen,ferrari,73,Azerbaijan Grand Prix,2018,BAK,1.0,4.0,4.0
23860,992,839,10,31,7,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,Collision,ocon,force_india,73,Azerbaijan Grand Prix,2018,BAK,14.0,10.0,13.0
23844,992,815,10,11,8,3,3,3,15.0,51,4.024,6228315,51,6,01:46.2,203.48,1,Finished,perez,force_india,73,Azerbaijan Grand Prix,2018,BAK,5.0,8.0,13.0
23846,992,832,4,55,9,5,5,5,10.0,51,7.515,6231806,50,9,01:46.9,202.242,1,Finished,sainz,renault,73,Azerbaijan Grand Prix,2018,BAK,10.0,13.0,13.0
23849,992,840,3,18,10,8,8,8,4.0,51,12.546,6236837,50,8,01:46.8,202.319,1,Finished,stroll,williams,73,Azerbaijan Grand Prix,2018,BAK,14.0,13.0,9.0
23861,992,845,3,35,11,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,Collision,sirotkin,williams,73,Azerbaijan Grand Prix,2018,BAK,30.0,13.0,13.0
23848,992,4,1,14,12,7,7,7,6.0,51,10.931,6235222,32,12,01:47.4,201.126,1,Finished,alonso,mclaren,73,Azerbaijan Grand Prix,2018,BAK,1.0,3.0,3.0
23847,992,844,15,16,13,6,6,6,8.0,51,9.158,6233449,31,11,01:47.4,201.212,1,Finished,leclerc,sauber,73,Azerbaijan Grand Prix,2018,BAK,18.0,8.0,7.0
23859,992,807,4,27,14,\N,R,18,0.0,10,\N,\N,10,18,01:48.9,198.506,3,Accident,hulkenberg,renault,73,Azerbaijan Grand Prix,2018,BAK,7.0,13.0,9.0
23854,992,825,210,20,15,13,13,13,0.0,51,40.663,6264954,35,16,01:48.2,199.813,1,Finished,kevin_magnussen,haas,73,Azerbaijan Grand Prix,2018,BAK,12.0,13.0,13.0
23850,992,838,1,2,16,9,9,9,2.0,51,14.152,6238443,50,13,01:47.7,200.72,1,Finished,vandoorne,mclaren,73,Azerbaijan Grand Prix,2018,BAK,23.0,13.0,13.0
23853,992,842,5,10,17,12,12,12,0.0,51,24.72,6249011,38,15,01:48.0,200.035,1,Finished,gasly,toro_rosso,73,Azerbaijan Grand Prix,2018,BAK,14.0,10.0,13.0
23852,992,828,15,9,18,11,11,11,0.0,51,18.512,6242803,51,14,01:47.9,200.239,1,Finished,ericsson,sauber,73,Azerbaijan Grand Prix,2018,BAK,18.0,13.0,13.0
23851,992,843,5,28,19,10,10,10,1.0,51,18.03,6242321,51,17,01:48.3,199.567,1,Finished,brendon_hartley,toro_rosso,73,Azerbaijan Grand Prix,2018,BAK,26.0,13.0,13.0
23856,992,154,210,8,20,\N,R,15,0.0,42,\N,\N,34,10,01:46.9,202.196,3,Accident,grosjean,haas,73,Azerbaijan Grand Prix,2018,BAK,7.0,13.0,13.0
23862,993,1,131,44,1,1,1,1,25.0,66,35:30.0,5729972,64,3,01:19.1,211.77,1,Finished,hamilton,mercedes,4,Spanish Grand Prix,2018,catalunya,3.0,1.0,1.0
23863,993,822,131,77,2,2,2,2,18.0,66,20.593,5750565,56,5,01:19.5,210.85,1,Finished,bottas,mercedes,4,Spanish Grand Prix,2018,catalunya,7.0,6.0,4.0
23865,993,20,6,5,3,4,4,4,12.0,66,27.584,5757556,61,2,01:19.1,211.783,1,Finished,vettel,ferrari,4,Spanish Grand Prix,2018,catalunya,3.0,2.0,2.0
23878,993,8,6,7,4,\N,R,17,0.0,25,\N,\N,23,11,01:21.5,205.541,101,Turbo,raikkonen,ferrari,4,Spanish Grand Prix,2018,catalunya,1.0,4.0,4.0
23864,993,830,9,33,5,3,3,3,15.0,66,26.873,5756845,62,4,01:19.4,210.999,1,Finished,max_verstappen,red_bull,4,Spanish Grand Prix,2018,catalunya,10.0,5.0,6.0
23866,993,817,9,3,6,5,5,5,10.0,66,50.058,5780030,61,1,01:18.4,213.638,1,Finished,ricciardo,red_bull,4,Spanish Grand Prix,2018,catalunya,5.0,7.0,8.0
23867,993,825,210,20,7,6,6,6,8.0,65,\N,\N,64,6,01:20.2,208.832,11,+1 Lap,kevin_magnussen,haas,4,Spanish Grand Prix,2018,catalunya,12.0,13.0,13.0
23869,993,4,1,14,8,8,8,8,4.0,65,\N,\N,64,7,01:20.7,207.588,11,+1 Lap,alonso,mclaren,4,Spanish Grand Prix,2018,catalunya,1.0,3.0,3.0
23868,993,832,4,55,9,7,7,7,6.0,65,\N,\N,61,9,01:21.3,206.064,11,+1 Lap,sainz,renault,4,Spanish Grand Prix,2018,catalunya,10.0,13.0,13.0
23879,993,154,210,8,10,\N,R,18,0.0,0,\N,\N,\N,0,\N,\N,4,Collision,grosjean,haas,4,Spanish Grand Prix,2018,catalunya,7.0,13.0,13.0
23876,993,838,1,2,11,\N,R,15,0.0,45,\N,\N,38,16,01:22.6,202.896,6,Gearbox,vandoorne,mclaren,4,Spanish Grand Prix,2018,catalunya,23.0,13.0,13.0
23880,993,842,5,10,12,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,Collision,gasly,toro_rosso,4,Spanish Grand Prix,2018,catalunya,14.0,10.0,13.0
23877,993,839,10,31,13,\N,R,16,0.0,38,\N,\N,36,13,01:22.1,204.074,44,Oil leak,ocon,force_india,4,Spanish Grand Prix,2018,catalunya,14.0,10.0,13.0
23871,993,844,15,16,14,10,10,10,1.0,64,\N,\N,51,14,01:22.1,204.062,12,+2 Laps,leclerc,sauber,4,Spanish Grand Prix,2018,catalunya,18.0,8.0,7.0
23870,993,815,10,11,15,9,9,9,2.0,64,\N,\N,43,8,01:21.1,206.562,12,+2 Laps,perez,force_india,4,Spanish Grand Prix,2018,catalunya,5.0,8.0,13.0
23881,993,807,4,27,16,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,Collision,hulkenberg,renault,4,Spanish Grand Prix,2018,catalunya,7.0,13.0,9.0
23874,993,828,15,9,17,13,13,13,0.0,64,\N,\N,50,15,01:22.5,203.159,12,+2 Laps,ericsson,sauber,4,Spanish Grand Prix,2018,catalunya,18.0,13.0,13.0
23872,993,840,3,18,18,11,11,11,0.0,64,\N,\N,60,12,01:22.1,204.129,12,+2 Laps,stroll,williams,4,Spanish Grand Prix,2018,catalunya,14.0,13.0,9.0
23875,993,845,3,35,19,14,14,14,0.0,63,\N,\N,57,17,01:22.7,202.685,13,+3 Laps,sirotkin,williams,4,Spanish Grand Prix,2018,catalunya,30.0,13.0,13.0
23873,993,843,5,28,20,12,12,12,0.0,64,\N,\N,63,10,01:21.4,205.773,12,+2 Laps,brendon_hartley,toro_rosso,4,Spanish Grand Prix,2018,catalunya,26.0,13.0,13.0
23882,994,817,9,3,1,1,1,1,25.0,78,42:54.8,6174807,13,5,01:15.6,158.984,1,Finished,ricciardo,red_bull,6,Monaco Grand Prix,2018,monaco,5.0,7.0,8.0
23883,994,20,6,5,2,2,2,2,18.0,78,7.336,6182143,14,7,01:16.1,157.933,1,Finished,vettel,ferrari,6,Monaco Grand Prix,2018,monaco,3.0,2.0,2.0
23884,994,1,131,44,3,3,3,3,15.0,78,17.013,6191820,15,8,01:16.3,157.508,1,Finished,hamilton,mercedes,6,Monaco Grand Prix,2018,monaco,3.0,1.0,1.0
23885,994,8,6,7,4,4,4,4,12.0,78,18.127,6192934,13,10,01:16.4,157.257,1,Finished,raikkonen,ferrari,6,Monaco Grand Prix,2018,monaco,1.0,4.0,4.0
23886,994,822,131,77,5,5,5,5,10.0,78,18.822,6193629,21,9,01:16.3,157.422,1,Finished,bottas,mercedes,6,Monaco Grand Prix,2018,monaco,7.0,6.0,4.0
23887,994,839,10,31,6,6,6,6,8.0,78,23.667,6198474,63,14,01:17.0,155.96,1,Finished,ocon,force_india,6,Monaco Grand Prix,2018,monaco,14.0,10.0,13.0
23901,994,4,1,14,7,\N,R,20,0.0,52,\N,\N,23,13,01:17.0,155.979,6,Gearbox,alonso,mclaren,6,Monaco Grand Prix,2018,monaco,1.0,3.0,3.0
23891,994,832,4,55,8,10,10,10,1.0,78,+1:09.013,6243820,19,18,01:17.5,155.027,1,Finished,sainz,renault,6,Monaco Grand Prix,2018,monaco,10.0,13.0,13.0
23893,994,815,10,11,9,12,12,12,0.0,78,+1:10.461,6245268,24,19,01:17.5,154.917,1,Finished,perez,force_india,6,Monaco Grand Prix,2018,monaco,5.0,8.0,13.0
23888,994,842,5,10,10,7,7,7,6.0,78,24.331,6199138,68,15,01:17.1,155.815,1,Finished,gasly,toro_rosso,6,Monaco Grand Prix,2018,monaco,14.0,10.0,13.0
23889,994,807,4,27,11,8,8,8,4.0,78,24.839,6199646,57,6,01:16.1,157.941,1,Finished,hulkenberg,renault,6,Monaco Grand Prix,2018,monaco,7.0,13.0,9.0
23895,994,838,1,2,12,14,14,14,0.0,77,\N,\N,76,11,01:16.9,156.291,11,+1 Lap,vandoorne,mclaren,6,Monaco Grand Prix,2018,monaco,23.0,13.0,13.0
23897,994,845,3,35,13,16,16,16,0.0,77,\N,\N,75,4,01:15.3,159.484,11,+1 Lap,sirotkin,williams,6,Monaco Grand Prix,2018,monaco,30.0,13.0,13.0
23899,994,844,15,16,14,\N,R,18,0.0,70,\N,\N,17,20,01:17.7,154.59,4,Collision,leclerc,sauber,6,Monaco Grand Prix,2018,monaco,18.0,8.0,7.0
23900,994,843,5,28,15,\N,R,19,0.0,70,\N,\N,15,16,01:17.2,155.667,4,Collision,brendon_hartley,toro_rosso,6,Monaco Grand Prix,2018,monaco,26.0,13.0,13.0
23892,994,828,15,9,16,11,11,11,0.0,78,+1:09.864,6244671,19,12,01:16.9,156.145,1,Finished,ericsson,sauber,6,Monaco Grand Prix,2018,monaco,18.0,13.0,13.0
23898,994,840,3,18,17,17,17,17,0.0,76,\N,\N,61,3,01:14.9,160.295,12,+2 Laps,stroll,williams,6,Monaco Grand Prix,2018,monaco,14.0,13.0,9.0
23896,994,154,210,8,18,15,15,15,0.0,77,\N,\N,74,2,01:14.8,160.557,11,+1 Lap,grosjean,haas,6,Monaco Grand Prix,2018,monaco,7.0,13.0,13.0
23894,994,825,210,20,19,13,13,13,0.0,78,+1:14.823,6249630,20,17,01:17.5,155.057,1,Finished,kevin_magnussen,haas,6,Monaco Grand Prix,2018,monaco,12.0,13.0,13.0
23890,994,830,9,33,20,9,9,9,2.0,78,25.317,6200124,60,1,01:14.3,161.772,1,Finished,max_verstappen,red_bull,6,Monaco Grand Prix,2018,monaco,10.0,5.0,6.0
23902,995,20,6,5,1,1,1,1,25.0,68,28:31.4,5311377,57,2,01:14.0,212.26,1,Finished,vettel,ferrari,7,Canadian Grand Prix,2018,villeneuve,3.0,2.0,2.0
23903,995,822,131,77,2,2,2,2,18.0,68,7.376,5318753,51,3,01:14.0,212.179,1,Finished,bottas,mercedes,7,Canadian Grand Prix,2018,villeneuve,7.0,6.0,4.0
23904,995,830,9,33,3,3,3,3,15.0,68,8.36,5319737,65,1,01:13.9,212.547,1,Finished,max_verstappen,red_bull,7,Canadian Grand Prix,2018,villeneuve,10.0,5.0,6.0
23906,995,1,131,44,4,5,5,5,10.0,68,21.559,5332936,66,6,01:14.2,211.633,1,Finished,hamilton,mercedes,7,Canadian Grand Prix,2018,villeneuve,3.0,1.0,1.0
23907,995,8,6,7,5,6,6,6,8.0,68,27.184,5338561,59,4,01:14.1,211.941,1,Finished,raikkonen,ferrari,7,Canadian Grand Prix,2018,villeneuve,1.0,4.0,4.0
23905,995,817,9,3,6,4,4,4,12.0,68,20.892,5332269,59,5,01:14.2,211.701,1,Finished,ricciardo,red_bull,7,Canadian Grand Prix,2018,villeneuve,5.0,7.0,8.0
23908,995,807,4,27,7,7,7,7,6.0,67,\N,\N,64,11,01:15.6,207.699,11,+1 Lap,hulkenberg,renault,7,Canadian Grand Prix,2018,villeneuve,7.0,13.0,9.0
23910,995,839,10,31,8,9,9,9,2.0,67,\N,\N,61,12,01:15.6,207.639,11,+1 Lap,ocon,force_india,7,Canadian Grand Prix,2018,villeneuve,14.0,10.0,13.0
23909,995,832,4,55,9,8,8,8,4.0,67,\N,\N,61,13,01:15.7,207.485,11,+1 Lap,sainz,renault,7,Canadian Grand Prix,2018,villeneuve,10.0,13.0,13.0
23915,995,815,10,11,10,14,14,14,0.0,67,\N,\N,64,7,01:15.1,209.049,11,+1 Lap,perez,force_india,7,Canadian Grand Prix,2018,villeneuve,5.0,8.0,13.0
23914,995,825,210,20,11,13,13,13,0.0,67,\N,\N,65,8,01:15.4,208.214,11,+1 Lap,kevin_magnussen,haas,7,Canadian Grand Prix,2018,villeneuve,12.0,13.0,13.0
23920,995,843,5,28,12,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,Collision,brendon_hartley,toro_rosso,7,Canadian Grand Prix,2018,villeneuve,26.0,13.0,13.0
23911,995,844,15,16,13,10,10,10,1.0,67,\N,\N,65,10,01:15.5,207.996,11,+1 Lap,leclerc,sauber,7,Canadian Grand Prix,2018,villeneuve,18.0,8.0,7.0
23919,995,4,1,14,14,\N,R,18,0.0,40,\N,\N,33,17,01:16.2,206.085,43,Exhaust,alonso,mclaren,7,Canadian Grand Prix,2018,villeneuve,1.0,3.0,3.0
23917,995,838,1,2,15,16,16,16,0.0,66,\N,\N,55,15,01:15.8,207.214,12,+2 Laps,vandoorne,mclaren,7,Canadian Grand Prix,2018,villeneuve,23.0,13.0,13.0
23912,995,842,5,10,16,11,11,11,0.0,67,\N,\N,67,14,01:15.7,207.395,11,+1 Lap,gasly,toro_rosso,7,Canadian Grand Prix,2018,villeneuve,14.0,10.0,13.0
23921,995,840,3,18,17,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,Collision,stroll,williams,7,Canadian Grand Prix,2018,villeneuve,14.0,13.0,9.0
23918,995,845,3,35,18,17,17,17,0.0,66,\N,\N,53,16,01:15.9,206.78,12,+2 Laps,sirotkin,williams,7,Canadian Grand Prix,2018,villeneuve,30.0,13.0,13.0
23916,995,828,15,9,19,15,15,15,0.0,66,\N,\N,62,18,01:16.4,205.484,12,+2 Laps,ericsson,sauber,7,Canadian Grand Prix,2018,villeneuve,18.0,13.0,13.0
23913,995,154,210,8,20,12,12,12,0.0,67,\N,\N,56,9,01:15.5,208.024,11,+1 Lap,grosjean,haas,7,Canadian Grand Prix,2018,villeneuve,7.0,13.0,13.0
23922,996,1,131,44,1,1,1,1,25.0,53,30:11.4,5411385,49,5,01:34.5,222.531,1,Finished,hamilton,mercedes,34,French Grand Prix,2018,ricard,3.0,1.0,1.0
23928,996,822,131,77,2,7,7,7,6.0,53,+1:20.632,5492017,41,1,01:34.2,223.201,1,Finished,bottas,mercedes,34,French Grand Prix,2018,ricard,7.0,6.0,4.0
23926,996,20,6,5,3,5,5,5,10.0,53,+1:01.935,5473320,42,4,01:34.5,222.587,1,Finished,vettel,ferrari,34,French Grand Prix,2018,ricard,3.0,2.0,2.0
