resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rankfast,fastestLapTime,fastestLapSpeed,statusId,status,driverRef,constructorRef,circuitId,name,year,circuitRef,rank_yrs_exp_driver,rank_wins_driver,rank_quali_wins_driver
24613,1030,846,1,4,6,8,8,8,4.0,54,\N,\N,50,12,01:43.0,194.071,11,+1 Lap,norris,mclaren,24,Abu Dhabi Grand Prix,2019,yas_marina,20.0,13.0,9.0
24616,1030,817,4,3,7,11,11,11,0.0,54,\N,\N,51,6,01:41.2,197.592,11,+1 Lap,ricciardo,renault,24,Abu Dhabi Grand Prix,2019,yas_marina,5.0,7.0,8.0
24615,1030,832,1,55,8,10,10,10,1.0,54,\N,\N,43,7,01:41.3,197.389,11,+1 Lap,sainz,mclaren,24,Abu Dhabi Grand Prix,2019,yas_marina,10.0,13.0,13.0
24617,1030,807,4,27,9,12,12,12,0.0,54,\N,\N,52,16,01:43.3,193.605,11,+1 Lap,hulkenberg,renault,24,Abu Dhabi Grand Prix,2019,yas_marina,7.0,13.0,9.0
24612,1030,815,211,11,10,7,7,7,6.0,54,\N,\N,39,11,01:42.6,194.803,11,+1 Lap,perez,racing_point,24,Abu Dhabi Grand Prix,2019,yas_marina,5.0,8.0,13.0
24623,1030,842,5,10,11,18,18,18,0.0,53,\N,\N,53,10,01:42.4,195.231,12,+2 Laps,gasly,toro_rosso,24,Abu Dhabi Grand Prix,2019,yas_marina,14.0,10.0,13.0
24625,1030,840,211,18,12,\N,R,20,0.0,45,\N,\N,25,17,01:43.3,193.507,23,Brakes,stroll,racing_point,24,Abu Dhabi Grand Prix,2019,yas_marina,14.0,13.0,9.0
24614,1030,826,5,26,13,9,9,9,2.0,54,\N,\N,42,9,01:42.2,195.597,11,+1 Lap,kvyat,toro_rosso,24,Abu Dhabi Grand Prix,2019,yas_marina,14.0,13.0,13.0
24619,1030,825,210,20,14,14,14,14,0.0,54,\N,\N,22,19,01:43.8,192.642,11,+1 Lap,kevin_magnussen,haas,24,Abu Dhabi Grand Prix,2019,yas_marina,12.0,13.0,13.0
24620,1030,154,210,8,15,15,15,15,0.0,54,\N,\N,33,18,01:43.7,192.873,11,+1 Lap,grosjean,haas,24,Abu Dhabi Grand Prix,2019,yas_marina,7.0,13.0,13.0
24621,1030,841,51,99,16,16,16,16,0.0,54,\N,\N,28,15,01:43.3,193.639,11,+1 Lap,giovinazzi,alfa,24,Abu Dhabi Grand Prix,2019,yas_marina,20.0,13.0,13.0
24618,1030,8,51,7,17,13,13,13,0.0,54,\N,\N,25,14,01:43.1,193.853,11,+1 Lap,raikkonen,alfa,24,Abu Dhabi Grand Prix,2019,yas_marina,1.0,4.0,4.0
24622,1030,847,3,63,18,17,17,17,0.0,54,\N,\N,50,13,01:43.1,193.981,11,+1 Lap,russell,williams,24,Abu Dhabi Grand Prix,2019,yas_marina,20.0,13.0,13.0
24624,1030,9,3,88,19,19,19,19,0.0,53,\N,\N,51,20,01:44.5,191.333,12,+2 Laps,kubica,williams,24,Abu Dhabi Grand Prix,2019,yas_marina,12.0,10.0,9.0
24609,1030,822,131,77,20,4,4,4,12.0,55,44.379,5690094,31,2,01:39.7,200.515,1,Finished,bottas,mercedes,24,Abu Dhabi Grand Prix,2019,yas_marina,7.0,6.0,4.0
24626,1031,822,131,77,1,1,1,1,25.0,71,30:55.7,5455739,68,2,01:07.7,229.758,1,Finished,bottas,mercedes,70,Austrian Grand Prix,2020,red_bull_ring,7.0,6.0,4.0
24645,1031,830,9,33,2,\N,R,20,0.0,11,\N,\N,5,15,01:09.4,224.146,40,Electronics,max_verstappen,red_bull,70,Austrian Grand Prix,2020,red_bull_ring,10.0,5.0,6.0
24628,1031,846,1,4,3,3,3,3,16.0,71,5.491,5461230,71,1,01:07.5,230.378,1,Finished,norris,mclaren,70,Austrian Grand Prix,2020,red_bull_ring,20.0,13.0,9.0
24638,1031,848,9,23,4,13,13,13,0.0,67,\N,\N,50,7,01:08.4,227.156,40,Electronics,albon,red_bull,70,Austrian Grand Prix,2020,red_bull_ring,23.0,13.0,13.0
24629,1031,1,131,44,5,4,4,4,12.0,71,5.689,5461428,67,3,01:07.7,229.572,1,Finished,hamilton,mercedes,70,Austrian Grand Prix,2020,red_bull_ring,3.0,1.0,1.0
24631,1031,815,211,11,6,6,6,6,8.0,71,15.092,5470831,63,6,01:08.3,227.579,1,Finished,perez,racing_point,70,Austrian Grand Prix,2020,red_bull_ring,5.0,8.0,13.0
24627,1031,844,6,16,7,2,2,2,18.0,71,2.7,5458439,64,4,01:07.9,228.933,1,Finished,leclerc,ferrari,70,Austrian Grand Prix,2020,red_bull_ring,18.0,8.0,7.0
24630,1031,832,1,55,8,5,5,5,10.0,71,8.903,5464642,63,5,01:08.0,228.687,1,Finished,sainz,mclaren,70,Austrian Grand Prix,2020,red_bull_ring,10.0,13.0,13.0
24643,1031,840,211,18,9,\N,R,18,0.0,20,\N,\N,4,18,01:10.3,221.039,5,Engine,stroll,racing_point,70,Austrian Grand Prix,2020,red_bull_ring,14.0,13.0,9.0
24644,1031,817,4,3,10,\N,R,19,0.0,17,\N,\N,8,19,01:10.6,220.15,25,Overheating,ricciardo,renault,70,Austrian Grand Prix,2020,red_bull_ring,5.0,7.0,8.0
24635,1031,20,6,5,11,10,10,10,1.0,71,24.545,5480284,71,8,01:08.6,226.524,1,Finished,vettel,ferrari,70,Austrian Grand Prix,2020,red_bull_ring,3.0,2.0,2.0
24632,1031,842,213,10,12,7,7,7,6.0,71,16.682,5472421,64,11,01:09.0,225.205,1,Finished,gasly,alphatauri,70,Austrian Grand Prix,2020,red_bull_ring,14.0,10.0,13.0
24637,1031,826,213,26,13,12,12,12,0.0,69,\N,\N,50,13,01:09.1,224.847,22,Suspension,kvyat,alphatauri,70,Austrian Grand Prix,2020,red_bull_ring,14.0,13.0,13.0
24633,1031,839,4,31,14,8,8,8,4.0,71,17.456,5473195,64,10,01:08.9,225.509,1,Finished,ocon,renault,70,Austrian Grand Prix,2020,red_bull_ring,14.0,10.0,13.0
24641,1031,154,210,8,15,\N,R,16,0.0,49,\N,\N,46,17,01:10.2,221.347,23,Brakes,grosjean,haas,70,Austrian Grand Prix,2020,red_bull_ring,7.0,13.0,13.0
24642,1031,825,210,20,16,\N,R,17,0.0,24,\N,\N,23,20,01:10.7,219.807,23,Brakes,kevin_magnussen,haas,70,Austrian Grand Prix,2020,red_bull_ring,12.0,13.0,13.0
24640,1031,847,3,63,17,\N,R,15,0.0,49,\N,\N,49,14,01:09.3,224.256,32,Fuel pressure,russell,williams,70,Austrian Grand Prix,2020,red_bull_ring,20.0,13.0,13.0
24634,1031,841,51,99,18,9,9,9,2.0,71,21.146,5476885,70,9,01:08.8,225.954,1,Finished,giovinazzi,alfa,70,Austrian Grand Prix,2020,red_bull_ring,20.0,13.0,13.0
24639,1031,8,51,7,19,\N,R,14,0.0,53,\N,\N,48,12,01:09.0,225.185,36,Wheel,raikkonen,alfa,70,Austrian Grand Prix,2020,red_bull_ring,1.0,4.0,4.0
24636,1031,849,3,6,20,11,11,11,0.0,71,31.65,5487389,63,16,01:09.7,223.146,1,Finished,latifi,williams,70,Austrian Grand Prix,2020,red_bull_ring,23.0,13.0,13.0
24646,1032,1,131,44,1,1,1,1,25.0,71,22:50.7,4970683,68,3,01:06.7,232.989,1,Finished,hamilton,mercedes,70,Styrian Grand Prix,2020,red_bull_ring,3.0,1.0,1.0
24648,1032,830,9,33,2,3,3,3,15.0,71,33.698,5004381,70,2,01:06.1,235.01,1,Finished,max_verstappen,red_bull,70,Styrian Grand Prix,2020,red_bull_ring,10.0,5.0,6.0
24654,1032,832,1,55,3,9,9,9,3.0,70,\N,\N,68,1,01:05.6,236.894,11,+1 Lap,sainz,mclaren,70,Styrian Grand Prix,2020,red_bull_ring,10.0,13.0,13.0
24647,1032,822,131,77,4,2,2,2,18.0,71,13.719,4984402,62,7,01:07.5,230.177,1,Finished,bottas,mercedes,70,Styrian Grand Prix,2020,red_bull_ring,7.0,6.0,4.0
24663,1032,839,4,31,5,\N,R,18,0.0,25,\N,\N,22,18,01:09.3,224.243,25,Overheating,ocon,renault,70,Styrian Grand Prix,2020,red_bull_ring,14.0,10.0,13.0
24649,1032,848,9,23,6,4,4,4,12.0,71,44.4,5015083,67,6,01:07.3,230.981,1,Finished,albon,red_bull,70,Styrian Grand Prix,2020,red_bull_ring,23.0,13.0,13.0
24660,1032,842,213,10,7,15,15,15,0.0,70,\N,\N,69,8,01:07.8,229.183,11,+1 Lap,gasly,alphatauri,70,Styrian Grand Prix,2020,red_bull_ring,14.0,10.0,13.0
24653,1032,817,4,3,8,8,8,8,4.0,71,+1:02.591,5033274,65,9,01:07.8,229.166,1,Finished,ricciardo,renault,70,Styrian Grand Prix,2020,red_bull_ring,5.0,7.0,8.0
24650,1032,846,1,4,9,5,5,5,10.0,71,+1:01.470,5032153,66,5,01:07.2,231.345,1,Finished,norris,mclaren,70,Styrian Grand Prix,2020,red_bull_ring,20.0,13.0,9.0
24665,1032,20,6,5,10,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,130,Collision damage,vettel,ferrari,70,Styrian Grand Prix,2020,red_bull_ring,3.0,2.0,2.0
24661,1032,847,3,63,11,16,16,16,0.0,69,\N,\N,36,16,01:08.6,226.597,12,+2 Laps,russell,williams,70,Styrian Grand Prix,2020,red_bull_ring,20.0,13.0,13.0
24652,1032,840,211,18,12,7,7,7,6.0,71,+1:02.453,5033136,65,10,01:07.8,229.162,1,Finished,stroll,racing_point,70,Styrian Grand Prix,2020,red_bull_ring,14.0,13.0,9.0
24655,1032,826,213,26,13,10,10,10,1.0,70,\N,\N,60,13,01:08.4,227.336,11,+1 Lap,kvyat,alphatauri,70,Styrian Grand Prix,2020,red_bull_ring,14.0,13.0,13.0
24664,1032,844,6,16,14,\N,R,19,0.0,4,\N,\N,3,19,01:35.4,162.979,130,Collision damage,leclerc,ferrari,70,Styrian Grand Prix,2020,red_bull_ring,18.0,8.0,7.0
24657,1032,825,210,20,15,12,12,12,0.0,70,\N,\N,69,11,01:08.0,228.569,11,+1 Lap,kevin_magnussen,haas,70,Styrian Grand Prix,2020,red_bull_ring,12.0,13.0,13.0
24656,1032,8,51,7,16,11,11,11,0.0,70,\N,\N,57,14,01:08.4,227.322,11,+1 Lap,raikkonen,alfa,70,Styrian Grand Prix,2020,red_bull_ring,1.0,4.0,4.0
24651,1032,815,211,11,17,6,6,6,8.0,71,+1:02.387,5033070,68,4,01:07.2,231.362,1,Finished,perez,racing_point,70,Styrian Grand Prix,2020,red_bull_ring,5.0,8.0,13.0
24662,1032,849,3,6,18,17,17,17,0.0,69,\N,\N,68,17,01:08.8,225.922,12,+2 Laps,latifi,williams,70,Styrian Grand Prix,2020,red_bull_ring,23.0,13.0,13.0
24659,1032,841,51,99,19,14,14,14,0.0,70,\N,\N,54,15,01:08.5,226.891,11,+1 Lap,giovinazzi,alfa,70,Styrian Grand Prix,2020,red_bull_ring,20.0,13.0,13.0
24658,1032,154,210,8,21,13,13,13,0.0,70,\N,\N,69,12,01:08.0,228.442,11,+1 Lap,grosjean,haas,70,Styrian Grand Prix,2020,red_bull_ring,7.0,13.0,13.0
24666,1033,1,131,44,1,1,1,1,26.0,70,36:12.5,5772473,70,1,01:16.6,205.823,1,Finished,hamilton,mercedes,11,Hungarian Grand Prix,2020,hungaroring,3.0,1.0,1.0
24668,1033,822,131,77,2,3,3,3,15.0,70,9.452,5781925,66,2,01:17.7,203.072,1,Finished,bottas,mercedes,11,Hungarian Grand Prix,2020,hungaroring,7.0,6.0,4.0
24669,1033,840,211,18,3,4,4,4,12.0,70,57.579,5830052,68,3,01:19.0,199.708,1,Finished,stroll,racing_point,11,Hungarian Grand Prix,2020,hungaroring,14.0,13.0,9.0
24672,1033,815,211,11,4,7,7,7,6.0,69,\N,\N,39,10,01:20.1,196.923,11,+1 Lap,perez,racing_point,11,Hungarian Grand Prix,2020,hungaroring,5.0,8.0,13.0
24671,1033,20,6,5,5,6,6,6,8.0,69,\N,\N,49,14,01:20.4,196.254,11,+1 Lap,vettel,ferrari,11,Hungarian Grand Prix,2020,hungaroring,3.0,2.0,2.0
24676,1033,844,6,16,6,11,11,11,0.0,69,\N,\N,64,16,01:20.8,195.142,11,+1 Lap,leclerc,ferrari,11,Hungarian Grand Prix,2020,hungaroring,18.0,8.0,7.0
24667,1033,830,9,33,7,2,2,2,18.0,70,8.702,5781175,60,4,01:19.2,199.176,1,Finished,max_verstappen,red_bull,11,Hungarian Grand Prix,2020,hungaroring,10.0,5.0,6.0
24678,1033,846,1,4,8,13,13,13,0.0,69,\N,\N,42,8,01:19.9,197.28,11,+1 Lap,norris,mclaren,11,Hungarian Grand Prix,2020,hungaroring,20.0,13.0,9.0
24674,1033,832,1,55,9,9,9,9,2.0,69,\N,\N,68,15,01:20.5,195.976,11,+1 Lap,sainz,mclaren,11,Hungarian Grand Prix,2020,hungaroring,10.0,13.0,13.0
24685,1033,842,213,10,10,\N,R,20,0.0,15,\N,\N,10,20,01:23.9,187.893,5,Engine,gasly,alphatauri,11,Hungarian Grand Prix,2020,hungaroring,14.0,10.0,13.0
24673,1033,817,4,3,11,8,8,8,4.0,69,\N,\N,46,7,01:19.5,198.305,11,+1 Lap,ricciardo,renault,11,Hungarian Grand Prix,2020,hungaroring,5.0,7.0,8.0
24683,1033,847,3,63,12,18,18,18,0.0,69,\N,\N,67,9,01:20.0,197.184,11,+1 Lap,russell,williams,11,Hungarian Grand Prix,2020,hungaroring,20.0,13.0,13.0
24670,1033,848,9,23,13,5,5,5,10.0,70,+1:18.316,5850789,68,5,01:19.4,198.534,1,Finished,albon,red_bull,11,Hungarian Grand Prix,2020,hungaroring,23.0,13.0,13.0
24679,1033,839,4,31,14,14,14,14,0.0,69,\N,\N,40,13,01:20.3,196.503,11,+1 Lap,ocon,renault,11,Hungarian Grand Prix,2020,hungaroring,14.0,10.0,13.0
24684,1033,849,3,6,15,19,19,19,0.0,65,\N,\N,64,19,01:21.2,194.236,15,+5 Laps,latifi,williams,11,Hungarian Grand Prix,2020,hungaroring,23.0,13.0,13.0
24677,1033,826,213,26,17,12,12,12,0.0,69,\N,\N,51,18,01:20.9,194.841,11,+1 Lap,kvyat,alphatauri,11,Hungarian Grand Prix,2020,hungaroring,14.0,13.0,13.0
24682,1033,841,51,99,19,17,17,17,0.0,69,\N,\N,44,11,01:20.1,196.908,11,+1 Lap,giovinazzi,alfa,11,Hungarian Grand Prix,2020,hungaroring,20.0,13.0,13.0
24680,1033,8,51,7,20,15,15,15,0.0,69,\N,\N,67,17,01:20.9,194.978,11,+1 Lap,raikkonen,alfa,11,Hungarian Grand Prix,2020,hungaroring,1.0,4.0,4.0
24681,1033,154,210,8,21,16,16,16,0.0,69,\N,\N,61,12,01:20.2,196.574,11,+1 Lap,grosjean,haas,11,Hungarian Grand Prix,2020,hungaroring,7.0,13.0,13.0
24675,1033,825,210,20,21,10,10,10,1.0,69,\N,\N,67,6,01:19.5,198.492,11,+1 Lap,kevin_magnussen,haas,11,Hungarian Grand Prix,2020,hungaroring,12.0,13.0,13.0
24686,1034,1,131,44,1,1,1,1,25.0,52,28:01.3,5281283,45,3,01:29.2,237.652,1,Finished,hamilton,mercedes,9,British Grand Prix,2020,silverstone,3.0,1.0,1.0
24696,1034,822,131,77,2,11,11,11,0.0,52,42.167,5323450,41,4,01:29.3,237.58,1,Finished,bottas,mercedes,9,British Grand Prix,2020,silverstone,7.0,6.0,4.0
24687,1034,830,9,33,3,2,2,2,19.0,52,5.856,5287139,52,1,01:27.1,243.494,1,Finished,max_verstappen,red_bull,9,British Grand Prix,2020,silverstone,10.0,5.0,6.0
24688,1034,844,6,16,4,3,3,3,15.0,52,18.474,5299757,49,9,01:29.8,236.13,1,Finished,leclerc,ferrari,9,British Grand Prix,2020,silverstone,18.0,8.0,7.0
24690,1034,846,1,4,5,5,5,5,10.0,52,22.277,5303560,41,12,01:30.1,235.488,1,Finished,norris,mclaren,9,British Grand Prix,2020,silverstone,20.0,13.0,9.0
24694,1034,840,211,18,6,9,9,9,2.0,52,37.311,5318594,44,13,01:30.5,234.402,1,Finished,stroll,racing_point,9,British Grand Prix,2020,silverstone,14.0,13.0,9.0
24698,1034,832,1,55,7,13,13,13,0.0,52,53.37,5334653,47,10,01:29.9,235.776,1,Finished,sainz,mclaren,9,British Grand Prix,2020,silverstone,10.0,13.0,13.0
24689,1034,817,4,3,8,4,4,4,12.0,52,19.65,5300933,49,5,01:29.5,237.004,1,Finished,ricciardo,renault,9,British Grand Prix,2020,silverstone,5.0,7.0,8.0
24691,1034,839,4,31,9,6,6,6,8.0,52,26.937,5308220,50,6,01:29.5,236.98,1,Finished,ocon,renault,9,British Grand Prix,2020,silverstone,14.0,10.0,13.0
24695,1034,20,6,5,10,10,10,10,1.0,52,41.857,5323140,44,15,01:30.5,234.242,1,Finished,vettel,ferrari,9,British Grand Prix,2020,silverstone,3.0,2.0,2.0
24692,1034,842,213,10,11,7,7,7,6.0,52,31.188,5312471,52,7,01:29.6,236.684,1,Finished,gasly,alphatauri,9,British Grand Prix,2020,silverstone,14.0,10.0,13.0
24693,1034,848,9,23,12,8,8,8,4.0,52,32.67,5313953,52,2,01:28.7,239.123,1,Finished,albon,red_bull,9,British Grand Prix,2020,silverstone,23.0,13.0,13.0
24705,1034,807,211,27,13,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,131,Power Unit,hulkenberg,racing_point,9,British Grand Prix,2020,silverstone,7.0,13.0,9.0
24704,1034,825,210,20,14,\N,R,19,0.0,1,\N,\N,\N,0,\N,\N,4,Collision,kevin_magnussen,haas,9,British Grand Prix,2020,silverstone,12.0,13.0,13.0
24699,1034,841,51,99,15,14,14,14,0.0,52,54.205,5335488,49,17,01:31.0,233.109,1,Finished,giovinazzi,alfa,9,British Grand Prix,2020,silverstone,20.0,13.0,13.0
24702,1034,8,51,7,16,17,17,17,0.0,51,\N,\N,49,11,01:30.0,235.71,11,+1 Lap,raikkonen,alfa,9,British Grand Prix,2020,silverstone,1.0,4.0,4.0
24701,1034,154,210,8,17,16,16,16,0.0,52,55.05,5336333,49,8,01:29.8,236.212,1,Finished,grosjean,haas,9,British Grand Prix,2020,silverstone,7.0,13.0,13.0
24700,1034,849,3,6,18,15,15,15,0.0,52,54.549,5335832,44,14,01:30.5,234.335,1,Finished,latifi,williams,9,British Grand Prix,2020,silverstone,23.0,13.0,13.0
24703,1034,826,213,26,19,\N,R,18,0.0,11,\N,\N,11,18,01:32.4,229.412,3,Accident,kvyat,alphatauri,9,British Grand Prix,2020,silverstone,14.0,13.0,13.0
24697,1034,847,3,63,20,12,12,12,0.0,52,52.004,5333287,41,16,01:30.9,233.404,1,Finished,russell,williams,9,British Grand Prix,2020,silverstone,20.0,13.0,13.0
24708,1035,822,131,77,1,3,3,3,15.0,52,19.231,4801224,44,4,01:29.8,236.256,1,Finished,bottas,mercedes,9,70th Anniversary Grand Prix,2020,silverstone,7.0,6.0,4.0
24707,1035,1,131,44,2,2,2,2,19.0,52,11.326,4793319,43,1,01:28.5,239.766,1,Finished,hamilton,mercedes,9,70th Anniversary Grand Prix,2020,silverstone,3.0,1.0,1.0
24712,1035,807,211,27,3,7,7,7,6.0,52,55.951,4837944,52,6,01:30.1,235.412,1,Finished,hulkenberg,racing_point,9,70th Anniversary Grand Prix,2020,silverstone,7.0,13.0,9.0
24706,1035,830,9,33,4,1,1,1,25.0,52,19:42.0,4781993,46,2,01:29.5,237.049,1,Finished,max_verstappen,red_bull,9,70th Anniversary Grand Prix,2020,silverstone,10.0,5.0,6.0
24719,1035,817,4,3,5,14,14,14,0.0,51,\N,\N,39,16,01:31.2,232.621,11,+1 Lap,ricciardo,renault,9,70th Anniversary Grand Prix,2020,silverstone,5.0,7.0,8.0
24711,1035,840,211,18,6,6,6,6,8.0,52,42.538,4824531,45,15,01:30.9,233.365,1,Finished,stroll,racing_point,9,70th Anniversary Grand Prix,2020,silverstone,14.0,13.0,9.0
24716,1035,842,213,10,7,11,11,11,0.0,52,+1:10.642,4852635,52,7,01:30.1,235.399,1,Finished,gasly,alphatauri,9,70th Anniversary Grand Prix,2020,silverstone,14.0,10.0,13.0
24709,1035,844,6,16,8,4,4,4,12.0,52,29.289,4811282,39,8,01:30.6,234.203,1,Finished,leclerc,ferrari,9,70th Anniversary Grand Prix,2020,silverstone,18.0,8.0,7.0
24710,1035,848,9,23,9,5,5,5,10.0,52,39.146,4821139,46,3,01:29.5,237.017,1,Finished,albon,red_bull,9,70th Anniversary Grand Prix,2020,silverstone,23.0,13.0,13.0
24714,1035,846,1,4,10,9,9,9,2.0,52,+1:05.544,4847537,49,11,01:30.7,233.826,1,Finished,norris,mclaren,9,70th Anniversary Grand Prix,2020,silverstone,20.0,13.0,9.0
24717,1035,20,6,5,11,12,12,12,0.0,52,+1:13.370,4855363,49,13,01:30.8,233.602,1,Finished,vettel,ferrari,9,70th Anniversary Grand Prix,2020,silverstone,3.0,2.0,2.0
24718,1035,832,1,55,12,13,13,13,0.0,52,+1:14.070,4856063,49,9,01:30.6,234.193,1,Finished,sainz,mclaren,9,70th Anniversary Grand Prix,2020,silverstone,10.0,13.0,13.0
24721,1035,154,210,8,13,16,16,16,0.0,51,\N,\N,51,14,01:30.8,233.581,11,+1 Lap,grosjean,haas,9,70th Anniversary Grand Prix,2020,silverstone,7.0,13.0,13.0
24713,1035,839,4,31,14,8,8,8,4.0,52,+1:04.773,4846766,50,10,01:30.6,234.144,1,Finished,ocon,renault,9,70th Anniversary Grand Prix,2020,silverstone,14.0,10.0,13.0
24723,1035,847,3,63,15,18,18,18,0.0,51,\N,\N,50,17,01:31.4,232.01,11,+1 Lap,russell,williams,9,70th Anniversary Grand Prix,2020,silverstone,20.0,13.0,13.0
24715,1035,826,213,26,16,10,10,10,1.0,52,+1:09.669,4851662,52,12,01:30.7,233.723,1,Finished,kvyat,alphatauri,9,70th Anniversary Grand Prix,2020,silverstone,14.0,13.0,13.0
24725,1035,825,210,20,17,\N,R,20,0.0,43,\N,\N,39,20,01:31.8,230.944,31,Retired,kevin_magnussen,haas,9,70th Anniversary Grand Prix,2020,silverstone,12.0,13.0,13.0
24724,1035,849,3,6,18,19,19,19,0.0,51,\N,\N,48,5,01:30.0,235.77,11,+1 Lap,latifi,williams,9,70th Anniversary Grand Prix,2020,silverstone,23.0,13.0,13.0
24722,1035,841,51,99,19,17,17,17,0.0,51,\N,\N,37,19,01:31.8,230.954,11,+1 Lap,giovinazzi,alfa,9,70th Anniversary Grand Prix,2020,silverstone,20.0,13.0,13.0
24720,1035,8,51,7,20,15,15,15,0.0,51,\N,\N,30,18,01:31.8,231.13,11,+1 Lap,raikkonen,alfa,9,70th Anniversary Grand Prix,2020,silverstone,1.0,4.0,4.0
24726,1036,1,131,44,1,1,1,1,25.0,66,31:45.3,5505279,63,2,01:19.8,209.942,1,Finished,hamilton,mercedes,4,Spanish Grand Prix,2020,catalunya,3.0,1.0,1.0
24728,1036,822,131,77,2,3,3,3,16.0,66,44.752,5550031,66,1,01:18.2,214.343,1,Finished,bottas,mercedes,4,Spanish Grand Prix,2020,catalunya,7.0,6.0,4.0
24727,1036,830,9,33,3,2,2,2,18.0,66,24.177,5529456,53,4,01:21.5,205.677,1,Finished,max_verstappen,red_bull,4,Spanish Grand Prix,2020,catalunya,10.0,5.0,6.0
24730,1036,815,211,11,4,5,5,5,10.0,65,\N,\N,58,16,01:22.5,203.09,11,+1 Lap,perez,racing_point,4,Spanish Grand Prix,2020,catalunya,5.0,8.0,13.0
24729,1036,840,211,18,5,4,4,4,12.0,65,\N,\N,56,8,01:22.0,204.306,11,+1 Lap,stroll,racing_point,4,Spanish Grand Prix,2020,catalunya,14.0,13.0,9.0
24733,1036,848,9,23,6,8,8,8,4.0,65,\N,\N,41,11,01:22.2,203.883,11,+1 Lap,albon,red_bull,4,Spanish Grand Prix,2020,catalunya,23.0,13.0,13.0
24731,1036,832,1,55,7,6,6,6,8.0,65,\N,\N,59,5,01:21.8,204.938,11,+1 Lap,sainz,mclaren,4,Spanish Grand Prix,2020,catalunya,10.0,13.0,13.0
24735,1036,846,1,4,8,10,10,10,1.0,65,\N,\N,56,13,01:22.4,203.393,11,+1 Lap,norris,mclaren,4,Spanish Grand Prix,2020,catalunya,20.0,13.0,9.0
24745,1036,844,6,16,9,\N,R,20,0.0,38,\N,\N,35,20,01:24.0,199.576,40,Electronics,leclerc,ferrari,4,Spanish Grand Prix,2020,catalunya,18.0,8.0,7.0
24734,1036,842,213,10,10,9,9,9,2.0,65,\N,\N,44,17,01:22.5,203.021,11,+1 Lap,gasly,alphatauri,4,Spanish Grand Prix,2020,catalunya,14.0,10.0,13.0
24732,1036,20,6,5,11,7,7,7,6.0,65,\N,\N,48,18,01:22.7,202.618,11,+1 Lap,vettel,ferrari,4,Spanish Grand Prix,2020,catalunya,3.0,2.0,2.0
24737,1036,826,213,26,12,12,12,12,0.0,65,\N,\N,47,12,01:22.3,203.531,11,+1 Lap,kvyat,alphatauri,4,Spanish Grand Prix,2020,catalunya,14.0,13.0,13.0
24736,1036,817,4,3,13,11,11,11,0.0,65,\N,\N,51,14,01:22.5,203.215,11,+1 Lap,ricciardo,renault,4,Spanish Grand Prix,2020,catalunya,5.0,7.0,8.0
24739,1036,8,51,7,14,14,14,14,0.0,65,\N,\N,47,7,01:21.9,204.645,11,+1 Lap,raikkonen,alfa,4,Spanish Grand Prix,2020,catalunya,1.0,4.0,4.0
24738,1036,839,4,31,15,13,13,13,0.0,65,\N,\N,65,10,01:22.2,203.933,11,+1 Lap,ocon,renault,4,Spanish Grand Prix,2020,catalunya,14.0,10.0,13.0
24740,1036,825,210,20,16,15,15,15,0.0,65,\N,\N,64,19,01:23.5,200.757,11,+1 Lap,kevin_magnussen,haas,4,Spanish Grand Prix,2020,catalunya,12.0,13.0,13.0
24744,1036,154,210,8,17,19,19,19,0.0,64,\N,\N,64,3,01:20.4,208.409,12,+2 Laps,grosjean,haas,4,Spanish Grand Prix,2020,catalunya,7.0,13.0,13.0
24742,1036,847,3,63,18,17,17,17,0.0,65,\N,\N,37,15,01:22.5,203.119,11,+1 Lap,russell,williams,4,Spanish Grand Prix,2020,catalunya,20.0,13.0,13.0
24743,1036,849,3,6,19,18,18,18,0.0,64,\N,\N,60,9,01:22.0,204.291,12,+2 Laps,latifi,williams,4,Spanish Grand Prix,2020,catalunya,23.0,13.0,13.0
24741,1036,841,51,99,20,16,16,16,0.0,65,\N,\N,47,6,01:21.8,204.863,11,+1 Lap,giovinazzi,alfa,4,Spanish Grand Prix,2020,catalunya,20.0,13.0,13.0
24746,1037,1,131,44,1,1,1,1,25.0,44,24:08.8,5048761,28,2,01:47.8,233.99,1,Finished,hamilton,mercedes,13,Belgian Grand Prix,2020,spa,3.0,1.0,1.0
24747,1037,822,131,77,2,2,2,2,18.0,44,8.448,5057209,27,5,01:48.0,233.503,1,Finished,bottas,mercedes,13,Belgian Grand Prix,2020,spa,7.0,6.0,4.0
24748,1037,830,9,33,3,3,3,3,15.0,44,15.455,5064216,27,8,01:48.3,232.809,1,Finished,max_verstappen,red_bull,13,Belgian Grand Prix,2020,spa,10.0,5.0,6.0
24749,1037,817,4,3,4,4,4,4,13.0,44,18.877,5067638,44,1,01:47.5,234.589,1,Finished,ricciardo,renault,13,Belgian Grand Prix,2020,spa,5.0,7.0,8.0
24751,1037,848,9,23,5,6,6,6,8.0,44,42.712,5091473,27,12,01:48.7,231.886,1,Finished,albon,red_bull,13,Belgian Grand Prix,2020,spa,23.0,13.0,13.0
