resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid,status,driverref,constructorref,circuitid,name,year,circuitref,alt,weather,weather_type,total_points_driver,average_col_acc,rankfast,sumpits,points_season,points_circuit,constructor_failures,constructor_failures_driver,constructor_failures_driver_constructor,rank_yrs_exp_driver,rank_exp_driver,rank_wins_driver,run_circuit,rank_run_circuit,rank_quali_wins_driver
24724,1035,849,3,6,18,19.0,19,19,0.0,51,\N,,48,5,1:29.950,235.770,11,+1 Lap,latifi,williams,9,70th Anniversary Grand Prix,2020,silverstone,153.0,Sereno,1,1470.0,0.1,5,6.0,0.0,0.0,0.35149384885764495,0.0,0.06793478260869565,23.0,24.0,13.0,3,392.0,21.0
25159,1061,849,3,6,17,14.0,14,14,0.0,51,\N,,51,16,1:32.477,229.328,11,+1 Lap,latifi,williams,9,British Grand Prix,2021,silverstone,153.0,Sereno,1,1470.0,0.1,16,4.0,23.0,0.0,0.35149384885764495,0.0,0.06793478260869565,23.0,24.0,13.0,3,392.0,21.0
23999,999,840,3,18,18,,R,17,0.0,53,\N,,35,19,1:18.861,208.802,5,Engine,stroll,williams,10,German Grand Prix,2018,hockenheimring,103.0,Parzialmente nuvoloso con pioggia nel finale di gara,3,964.0,0.08,19,4.0,7.0,1.0,1.0126582278481013,0.12658227848101267,0.20380434782608695,14.0,14.0,13.0,2,487.0,11.0
24409,1020,840,211,18,15,4.0,4,4,12.0,64,+8.966,6280241.0,61,8,1:17.831,211.566,1,Finished,stroll,racing_point,10,German Grand Prix,2019,hockenheimring,103.0,"Piovoso ad inizio gara, nuvoloso nel finale",3,964.0,0.08,8,5.0,73.0,12.0,0.0,0.12658227848101267,3.9473684210526314,14.0,14.0,13.0,2,487.0,11.0
24001,999,845,3,35,12,,R,19,0.0,51,\N,,36,20,1:18.934,208.609,5,Engine,sirotkin,williams,10,German Grand Prix,2018,hockenheimring,103.0,Parzialmente nuvoloso con pioggia nel finale di gara,3,1530.0,0.05,20,4.0,7.0,1.0,1.0126582278481013,0.12658227848101267,0.1358695652173913,30.0,29.0,13.0,1,647.0,28.0
24415,1020,9,3,88,18,10.0,10,10,1.0,64,+24.987,6296262.0,63,13,1:19.062,208.271,1,Finished,kubica,williams,10,German Grand Prix,2019,hockenheimring,103.0,"Piovoso ad inizio gara, nuvoloso nel finale",3,1530.0,0.0,13,10.0,1.0,1.0,1.0126582278481013,0.0,0.1358695652173913,12.0,15.0,10.0,3,393.0,13.0
24416,1020,847,3,63,17,11.0,11,11,0.0,64,+26.404,6297679.0,60,3,1:17.485,212.510,1,Finished,russell,williams,10,German Grand Prix,2019,hockenheimring,103.0,"Piovoso ad inizio gara, nuvoloso nel finale",3,1368.0,0.08,3,10.0,1.0,1.0,1.0126582278481013,0.0,0.4076086956521739,20.0,21.0,13.0,1,649.0,17.0
24018,1000,845,3,35,20,16.0,16,16,0.0,68,\N,,53,18,1:23.708,188.412,12,+2 Laps,sirotkin,williams,11,Hungarian Grand Prix,2018,hungaroring,264.0,Sereno,1,1530.0,0.05,18,2.0,7.0,10.0,0.5277044854881267,0.0,0.1358695652173913,30.0,29.0,13.0,1,652.0,28.0
24019,1000,840,3,18,15,17.0,17,17,0.0,68,\N,,51,12,1:22.660,190.800,12,+2 Laps,stroll,williams,11,Hungarian Grand Prix,2018,hungaroring,264.0,Sereno,1,964.0,0.08,12,2.0,7.0,10.0,0.5277044854881267,0.0,0.20380434782608695,14.0,14.0,13.0,5,272.0,11.0
24442,1021,840,211,18,18,17.0,17,17,0.0,68,\N,,52,6,1:20.603,195.670,12,+2 Laps,stroll,racing_point,11,Hungarian Grand Prix,2019,hungaroring,264.0,Sereno,1,964.0,0.08,6,3.0,73.0,18.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,5,272.0,11.0
24669,1033,840,211,18,3,4.0,4,4,12.0,70,+57.579,5830052.0,68,3,1:18.973,199.708,1,Finished,stroll,racing_point,11,Hungarian Grand Prix,2020,hungaroring,264.0,Parzialmente nuvoloso,2,964.0,0.08,3,5.0,210.0,18.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,5,272.0,11.0
25184,1062,840,117,18,12,,R,19,0.0,0,\N,,0,0,\N,\N,4,Collision,stroll,aston_martin,11,Hungarian Grand Prix,2021,hungaroring,264.0,"Piovoso a inizio gara, asciutto successivamente",3,964.0,0.08,0,3.0,77.0,0.0,0.0,0.0,0.0,14.0,14.0,13.0,5,272.0,11.0
24441,1021,847,3,63,15,16.0,16,16,0.0,68,\N,,66,17,1:22.386,191.435,12,+2 Laps,russell,williams,11,Hungarian Grand Prix,2019,hungaroring,264.0,Sereno,1,1368.0,0.08,17,2.0,1.0,10.0,0.5277044854881267,0.0,0.4076086956521739,20.0,21.0,13.0,3,400.0,17.0
24683,1033,847,3,63,12,18.0,18,18,0.0,69,\N,,67,9,1:19.984,197.184,11,+1 Lap,russell,williams,11,Hungarian Grand Prix,2020,hungaroring,264.0,Parzialmente nuvoloso,2,1368.0,0.08,9,8.0,0.0,10.0,0.5277044854881267,0.0,0.4076086956521739,20.0,21.0,13.0,3,400.0,17.0
25173,1062,847,3,63,17,8.0,8,8,4.0,70,+1:19.094,7562293.0,62,9,1:22.112,192.074,1,Finished,russell,williams,11,Hungarian Grand Prix,2021,hungaroring,264.0,"Piovoso a inizio gara, asciutto successivamente",3,1368.0,0.08,9,6.0,23.0,10.0,0.5277044854881267,0.0,0.4076086956521739,20.0,21.0,13.0,3,400.0,17.0
24444,1021,9,3,88,19,19.0,19,19,0.0,67,\N,,42,20,1:23.436,189.026,13,+3 Laps,kubica,williams,11,Hungarian Grand Prix,2019,hungaroring,264.0,Sereno,1,1530.0,0.0,20,2.0,1.0,10.0,0.5277044854881267,0.0,0.1358695652173913,12.0,15.0,10.0,6,207.0,13.0
24684,1033,849,3,6,15,19.0,19,19,0.0,65,\N,,64,19,1:21.198,194.236,15,+5 Laps,latifi,williams,11,Hungarian Grand Prix,2020,hungaroring,264.0,Parzialmente nuvoloso,2,1470.0,0.1,19,8.0,0.0,10.0,0.5277044854881267,0.0,0.06793478260869565,23.0,24.0,13.0,2,492.0,21.0
25172,1062,849,3,6,18,7.0,7,7,6.0,70,+1:17.910,7561109.0,54,14,1:22.831,190.406,1,Finished,latifi,williams,11,Hungarian Grand Prix,2021,hungaroring,264.0,"Piovoso a inizio gara, asciutto successivamente",3,1470.0,0.1,14,6.0,23.0,10.0,0.5277044854881267,0.0,0.06793478260869565,23.0,24.0,13.0,2,492.0,21.0
24034,1001,845,3,35,16,12.0,12,12,0.0,43,\N,,42,14,1:49.113,231.085,11,+1 Lap,sirotkin,williams,13,Belgian Grand Prix,2018,spa,401.0,Parzialmente nuvoloso,2,1530.0,0.05,14,4.0,7.0,10.0,0.8379888268156425,0.0,0.1358695652173913,30.0,29.0,13.0,1,658.0,28.0
24035,1001,840,3,18,17,13.0,13,13,0.0,43,\N,,39,16,1:49.287,230.717,11,+1 Lap,stroll,williams,13,Belgian Grand Prix,2018,spa,401.0,Parzialmente nuvoloso,2,964.0,0.08,16,4.0,7.0,10.0,0.8379888268156425,0.0,0.20380434782608695,14.0,14.0,13.0,5,279.0,11.0
24455,1022,840,211,18,16,10.0,10,10,1.0,44,+1:49.838,5135548.0,34,10,1:48.357,232.697,1,Finished,stroll,racing_point,13,Belgian Grand Prix,2019,spa,401.0,Parzialmente nuvoloso,2,964.0,0.08,10,3.0,73.0,12.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,5,279.0,11.0
24754,1037,840,211,18,9,9.0,9,9,2.0,44,+52.603,5101364.0,34,13,1:49.136,231.036,1,Finished,stroll,racing_point,13,Belgian Grand Prix,2020,spa,401.0,Parzialmente nuvoloso,2,964.0,0.08,13,2.0,210.0,12.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,5,279.0,11.0
25205,1063,840,117,18,19,20.0,20,20,0.0,1,+44.108,251179.0,0,0,\N,\N,1,Finished,stroll,aston_martin,13,Belgian Grand Prix,2021,spa,401.0,Piovoso,3,964.0,0.08,0,0.0,77.0,5.0,0.0,0.0,0.0,14.0,14.0,13.0,5,279.0,11.0
24460,1022,847,3,63,14,15.0,15,15,0.0,43,\N,,34,14,1:48.860,231.622,11,+1 Lap,russell,williams,13,Belgian Grand Prix,2019,spa,401.0,Parzialmente nuvoloso,2,1368.0,0.08,14,2.0,1.0,10.0,0.8379888268156425,0.0,0.4076086956521739,20.0,21.0,13.0,3,405.0,17.0
24764,1037,847,3,63,15,,R,19,0.0,9,\N,,5,18,1:51.754,225.624,138,Debris,russell,williams,13,Belgian Grand Prix,2020,spa,401.0,Parzialmente nuvoloso,2,1368.0,0.08,18,2.0,0.0,10.0,0.8379888268156425,0.0,0.4076086956521739,20.0,21.0,13.0,3,405.0,17.0
25187,1063,847,3,63,2,2.0,2,2,9.0,1,+1.995,209066.0,0,0,\N,\N,1,Finished,russell,williams,13,Belgian Grand Prix,2021,spa,401.0,Piovoso,3,1368.0,0.08,0,0.0,23.0,10.0,0.8379888268156425,0.0,0.4076086956521739,20.0,21.0,13.0,3,405.0,17.0
24462,1022,9,3,88,0,17.0,17,17,0.0,43,\N,,33,15,1:49.220,230.858,11,+1 Lap,kubica,williams,13,Belgian Grand Prix,2019,spa,401.0,Parzialmente nuvoloso,2,1530.0,0.0,15,2.0,1.0,10.0,0.8379888268156425,0.0,0.1358695652173913,12.0,15.0,10.0,5,276.0,13.0
24761,1037,849,3,6,19,16.0,16,16,0.0,44,+1:17.795,5126556.0,32,6,1:48.048,233.362,1,Finished,latifi,williams,13,Belgian Grand Prix,2020,spa,401.0,Parzialmente nuvoloso,2,1470.0,0.1,6,2.0,0.0,10.0,0.8379888268156425,0.0,0.06793478260869565,23.0,24.0,13.0,2,498.0,21.0
25194,1063,849,3,6,10,9.0,9,9,1.0,1,+15.485,222556.0,0,0,\N,\N,1,Finished,latifi,williams,13,Belgian Grand Prix,2021,spa,401.0,Piovoso,3,1470.0,0.1,0,0.0,23.0,10.0,0.8379888268156425,0.0,0.06793478260869565,23.0,24.0,13.0,2,498.0,21.0
24051,1002,840,3,18,10,10.0,10,9,2.0,52,\N,,52,9,1:24.056,248.106,11,+1 Lap,stroll,williams,14,Italian Grand Prix,2018,monza,162.0,Parzialmente nuvoloso,2,964.0,0.08,9,2.0,7.0,5.0,0.7508532423208191,0.0,0.20380434782608695,14.0,14.0,13.0,5,282.0,11.0
24477,1023,840,211,18,9,12.0,12,12,0.0,52,\N,,31,12,1:24.165,247.784,11,+1 Lap,stroll,racing_point,14,Italian Grand Prix,2019,monza,162.0,Parzialmente nuvoloso,2,964.0,0.08,12,3.0,73.0,22.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,5,282.0,11.0
24768,1038,840,211,18,8,3.0,3,3,15.0,53,+3.358,6429414.0,42,3,1:23.897,248.576,1,Finished,stroll,racing_point,14,Italian Grand Prix,2020,monza,162.0,Sereno,1,964.0,0.08,3,3.0,210.0,22.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,5,282.0,11.0
25232,1065,840,117,18,9,7.0,7,7,6.0,53,+15.804,4930169.0,52,13,1:25.853,242.912,1,Finished,stroll,aston_martin,14,Italian Grand Prix,2021,monza,162.0,Sereno,1,964.0,0.08,13,3.0,77.0,6.0,0.06825938566552901,0.0,0.0,14.0,14.0,13.0,5,282.0,11.0
24052,1002,845,3,35,12,11.0,11,10,1.0,52,\N,,39,14,1:24.580,246.568,11,+1 Lap,sirotkin,williams,14,Italian Grand Prix,2018,monza,162.0,Parzialmente nuvoloso,2,1530.0,0.05,14,2.0,7.0,5.0,0.7508532423208191,0.0,0.1358695652173913,30.0,29.0,13.0,1,663.0,28.0
24479,1023,847,3,63,14,14.0,14,14,0.0,52,\N,,51,16,1:24.842,245.807,11,+1 Lap,russell,williams,14,Italian Grand Prix,2019,monza,162.0,Parzialmente nuvoloso,2,1368.0,0.08,16,3.0,1.0,5.0,0.7508532423208191,0.0,0.4076086956521739,20.0,21.0,13.0,3,408.0,17.0
24779,1038,847,3,63,19,14.0,14,14,0.0,53,+36.593,6462649.0,39,9,1:24.421,247.033,1,Finished,russell,williams,14,Italian Grand Prix,2020,monza,162.0,Sereno,1,1368.0,0.08,9,4.0,0.0,5.0,0.7508532423208191,0.0,0.4076086956521739,20.0,21.0,13.0,3,408.0,17.0
25234,1065,847,3,63,14,9.0,9,9,2.0,53,+19.742,4934107.0,53,11,1:25.835,242.963,1,Finished,russell,williams,14,Italian Grand Prix,2021,monza,162.0,Sereno,1,1368.0,0.08,11,2.0,23.0,5.0,0.7508532423208191,0.0,0.4076086956521739,20.0,21.0,13.0,3,408.0,17.0
24482,1023,9,3,88,15,17.0,17,17,0.0,51,\N,,47,18,1:24.989,245.382,12,+2 Laps,kubica,williams,14,Italian Grand Prix,2019,monza,162.0,Parzialmente nuvoloso,2,1530.0,0.0,18,3.0,1.0,5.0,0.7508532423208191,0.06825938566552901,0.1358695652173913,12.0,15.0,10.0,7,181.0,13.0
25239,1065,9,51,88,17,14.0,14,14,0.0,53,+29.769,4944134.0,53,12,1:25.849,242.924,1,Finished,kubica,alfa,14,Italian Grand Prix,2021,monza,162.0,Sereno,1,1530.0,0.0,12,3.0,13.0,2.0,0.6825938566552902,0.06825938566552901,0.0,12.0,15.0,10.0,7,181.0,13.0
24776,1038,849,3,6,20,11.0,11,11,0.0,53,+32.876,6458932.0,39,16,1:24.999,245.353,1,Finished,latifi,williams,14,Italian Grand Prix,2020,monza,162.0,Sereno,1,1470.0,0.1,16,4.0,0.0,5.0,0.7508532423208191,0.0,0.06793478260869565,23.0,24.0,13.0,2,501.0,21.0
25236,1065,849,3,6,13,11.0,11,11,0.0,53,+23.743,4938108.0,50,16,1:25.953,242.630,1,Finished,latifi,williams,14,Italian Grand Prix,2021,monza,162.0,Sereno,1,1470.0,0.1,16,2.0,23.0,5.0,0.7508532423208191,0.0,0.06793478260869565,23.0,24.0,13.0,2,501.0,21.0
24076,1003,840,3,18,20,14.0,14,14,0.0,60,\N,,53,17,1:46.033,171.897,11,+1 Lap,stroll,williams,15,Singapore Grand Prix,2018,marina_bay,18.0,Sereno,1,964.0,0.08,17,3.0,7.0,0.0,1.1811023622047243,0.0,0.20380434782608695,14.0,14.0,13.0,3,410.0,11.0
24498,1024,840,211,18,16,13.0,13,13,0.0,61,+36.419,7150086.0,57,6,1:44.896,173.760,1,Finished,stroll,racing_point,15,Singapore Grand Prix,2019,marina_bay,18.0,Sereno,1,964.0,0.08,6,4.0,73.0,0.0,0.39370078740157477,0.0,3.9473684210526314,14.0,14.0,13.0,3,410.0,11.0
24081,1003,845,3,35,19,19.0,19,19,0.0,59,\N,,48,15,1:45.902,172.110,12,+2 Laps,sirotkin,williams,15,Singapore Grand Prix,2018,marina_bay,18.0,Sereno,1,1530.0,0.05,15,3.0,7.0,0.0,1.1811023622047243,0.0,0.1358695652173913,30.0,29.0,13.0,1,669.0,28.0
24501,1024,9,3,88,19,16.0,16,16,0.0,61,+47.024,7160691.0,59,18,1:46.793,170.674,1,Finished,kubica,williams,15,Singapore Grand Prix,2019,marina_bay,18.0,Sereno,1,1530.0,0.0,18,3.0,1.0,0.0,1.1811023622047243,0.0,0.1358695652173913,12.0,15.0,10.0,4,344.0,13.0
24505,1024,847,3,63,18,,R,20,0.0,34,\N,,29,20,1:48.285,168.322,4,Collision,russell,williams,15,Singapore Grand Prix,2019,marina_bay,18.0,Sereno,1,1368.0,0.08,20,3.0,1.0,0.0,1.1811023622047243,0.0,0.4076086956521739,20.0,21.0,13.0,1,671.0,17.0
24097,1004,840,3,18,14,15.0,15,15,0.0,52,\N,,44,14,1:39.435,211.724,11,+1 Lap,stroll,williams,71,Russian Grand Prix,2018,sochi,2.0,Parzialmente nuvoloso,2,964.0,0.08,14,2.0,7.0,1.0,1.2345679012345678,0.0,0.20380434782608695,14.0,14.0,13.0,5,313.0,11.0
24516,1025,840,211,18,14,11.0,11,11,0.0,53,+1:00.821,5679813.0,53,15,1:38.611,213.493,1,Finished,stroll,racing_point,71,Russian Grand Prix,2019,sochi,2.0,Parzialmente nuvoloso,2,964.0,0.08,15,2.0,73.0,18.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,5,313.0,11.0
24825,1040,840,211,18,12,,R,20,0.0,0,\N,,0,0,\N,\N,4,Collision,stroll,racing_point,71,Russian Grand Prix,2020,sochi,2.0,Sereno,1,964.0,0.08,0,1.0,210.0,18.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,5,313.0,11.0
25256,1066,840,117,18,7,11.0,11,11,0.0,53,+1:46.198,5547199.0,35,17,1:40.464,209.555,1,Finished,stroll,aston_martin,71,Russian Grand Prix,2021,sochi,2.0,Nuvoloso con pioggia nel finale,3,964.0,0.08,17,4.0,77.0,0.0,0.0,0.0,0.0,14.0,14.0,13.0,5,313.0,11.0
24100,1004,845,3,35,13,18.0,18,18,0.0,51,\N,,43,17,1:39.838,210.869,12,+2 Laps,sirotkin,williams,71,Russian Grand Prix,2018,sochi,2.0,Parzialmente nuvoloso,2,1530.0,0.05,17,2.0,7.0,1.0,1.2345679012345678,0.0,0.1358695652173913,30.0,29.0,13.0,1,768.0,28.0
24521,1025,9,3,88,18,,R,16,0.0,28,\N,,24,19,1:42.327,205.740,23,Brakes,kubica,williams,71,Russian Grand Prix,2019,sochi,2.0,Parzialmente nuvoloso,2,1530.0,0.0,19,3.0,1.0,1.0,1.2345679012345678,0.6172839506172839,0.1358695652173913,12.0,15.0,10.0,1,766.0,13.0
24522,1025,847,3,63,17,,R,17,0.0,27,\N,,18,18,1:41.705,206.998,23,Brakes,russell,williams,71,Russian Grand Prix,2019,sochi,2.0,Parzialmente nuvoloso,2,1368.0,0.08,18,3.0,1.0,1.0,1.2345679012345678,0.6172839506172839,0.4076086956521739,20.0,21.0,13.0,3,449.0,17.0
24823,1040,847,3,63,13,18.0,18,18,0.0,52,\N,,52,4,1:37.352,216.254,11,+1 Lap,russell,williams,71,Russian Grand Prix,2020,sochi,2.0,Sereno,1,1368.0,0.08,4,4.0,0.0,1.0,1.2345679012345678,0.6172839506172839,0.4076086956521739,20.0,21.0,13.0,3,449.0,17.0
25255,1066,847,3,63,3,10.0,10,10,1.0,53,+1:40.551,5541552.0,40,18,1:40.596,209.280,1,Finished,russell,williams,71,Russian Grand Prix,2021,sochi,2.0,Nuvoloso con pioggia nel finale,3,1368.0,0.08,18,3.0,23.0,1.0,1.2345679012345678,0.6172839506172839,0.4076086956521739,20.0,21.0,13.0,3,449.0,17.0
24821,1040,849,3,6,20,16.0,16,16,0.0,52,\N,,47,18,1:41.044,208.352,11,+1 Lap,latifi,williams,71,Russian Grand Prix,2020,sochi,2.0,Sereno,1,1470.0,0.1,18,4.0,0.0,1.0,1.2345679012345678,0.0,0.06793478260869565,23.0,24.0,13.0,2,575.0,21.0
25264,1066,849,3,6,18,19.0,19,19,0.0,47,\N,,42,14,1:40.000,210.528,3,Accident,latifi,williams,71,Russian Grand Prix,2021,sochi,2.0,Nuvoloso con pioggia nel finale,3,1470.0,0.1,14,3.0,23.0,1.0,1.2345679012345678,0.0,0.06793478260869565,23.0,24.0,13.0,2,575.0,21.0
24118,1005,845,3,35,17,16.0,16,16,0.0,52,\N,,41,8,1:33.985,222.431,11,+1 Lap,sirotkin,williams,22,Japanese Grand Prix,2018,suzuka,45.0,Soleggiato,1,1530.0,0.05,8,4.0,7.0,0.0,0.5952380952380952,0.0,0.1358695652173913,30.0,29.0,13.0,1,707.0,28.0
24119,1005,840,3,18,14,17.0,17,17,0.0,52,\N,,41,5,1:33.354,223.934,11,+1 Lap,stroll,williams,22,Japanese Grand Prix,2018,suzuka,45.0,Soleggiato,1,964.0,0.08,5,4.0,7.0,0.0,0.5952380952380952,0.0,0.20380434782608695,14.0,14.0,13.0,3,416.0,11.0
24534,1026,840,211,18,12,9.0,9,9,2.0,51,\N,,26,14,1:34.713,220.721,11,+1 Lap,stroll,racing_point,22,Japanese Grand Prix,2019,suzuka,45.0,Sereno,1,964.0,0.08,14,3.0,73.0,6.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,3,416.0,11.0
24541,1026,847,3,63,18,16.0,16,16,0.0,50,\N,,27,18,1:35.458,218.998,12,+2 Laps,russell,williams,22,Japanese Grand Prix,2019,suzuka,45.0,Sereno,1,1368.0,0.08,18,3.0,1.0,0.0,0.5952380952380952,0.0,0.4076086956521739,20.0,21.0,13.0,1,709.0,17.0
24542,1026,9,3,88,0,16.0,16,17,0.0,50,\N,,44,19,1:36.332,217.012,12,+2 Laps,kubica,williams,22,Japanese Grand Prix,2019,suzuka,45.0,Sereno,1,1530.0,0.0,19,3.0,1.0,0.0,0.5952380952380952,0.0,0.1358695652173913,12.0,15.0,10.0,4,351.0,13.0
24135,1006,845,3,35,14,13.0,13,13,0.0,55,\N,,42,7,1:39.240,199.987,11,+1 Lap,sirotkin,williams,69,United States Grand Prix,2018,americas,161.0,Soleggiato,1,1530.0,0.05,7,5.0,7.0,0.0,0.5434782608695652,0.0,0.1358695652173913,30.0,29.0,13.0,1,757.0,28.0
24136,1006,840,3,18,15,14.0,14,14,0.0,54,\N,,38,10,1:39.646,199.173,12,+2 Laps,stroll,williams,69,United States Grand Prix,2018,americas,161.0,Soleggiato,1,964.0,0.08,10,5.0,7.0,0.0,0.5434782608695652,0.0,0.20380434782608695,14.0,14.0,13.0,4,365.0,11.0
24578,1028,840,211,18,14,13.0,13,13,0.0,55,\N,,42,13,1:40.380,197.716,11,+1 Lap,stroll,racing_point,69,United States Grand Prix,2019,americas,161.0,Sereno,1,964.0,0.08,13,3.0,73.0,1.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,4,365.0,11.0
25297,1069,840,117,18,13,12.0,12,12,0.0,55,\N,,36,14,1:41.189,196.135,11,+1 Lap,stroll,aston_martin,69,United States Grand Prix,2021,americas,161.0,Sereno,1,964.0,0.08,14,4.0,77.0,1.0,0.0,0.0,0.0,14.0,14.0,13.0,4,365.0,11.0
24582,1028,847,3,63,18,17.0,17,17,0.0,54,\N,,54,17,1:41.239,196.039,12,+2 Laps,russell,williams,69,United States Grand Prix,2019,americas,161.0,Sereno,1,1368.0,0.08,17,3.0,1.0,0.0,0.5434782608695652,0.0,0.4076086956521739,20.0,21.0,13.0,2,568.0,17.0
25299,1069,847,3,63,20,14.0,14,14,0.0,55,\N,,36,11,1:41.120,196.269,11,+1 Lap,russell,williams,69,United States Grand Prix,2021,americas,161.0,Sereno,1,1368.0,0.08,11,4.0,23.0,0.0,0.5434782608695652,0.0,0.4076086956521739,20.0,21.0,13.0,2,568.0,17.0
24584,1028,9,3,88,19,,R,19,0.0,31,\N,,22,20,1:43.830,191.147,44,Oil leak,kubica,williams,69,United States Grand Prix,2019,americas,161.0,Sereno,1,1530.0,0.0,20,3.0,1.0,0.0,0.5434782608695652,0.5434782608695652,0.1358695652173913,12.0,15.0,10.0,1,756.0,13.0
25300,1069,849,3,6,14,15.0,15,15,0.0,55,\N,,46,17,1:41.818,194.924,11,+1 Lap,latifi,williams,69,United States Grand Prix,2021,americas,161.0,Sereno,1,1470.0,0.1,17,4.0,23.0,0.0,0.5434782608695652,0.0,0.06793478260869565,23.0,24.0,13.0,1,759.0,21.0
24154,1007,840,3,18,17,12.0,12,12,0.0,69,\N,,27,18,1:22.983,186.717,12,+2 Laps,stroll,williams,32,Mexican Grand Prix,2018,rodriguez,2227.0,Parzialmente nuvoloso,2,964.0,0.08,18,3.0,7.0,0.0,0.48661800486618007,0.0,0.20380434782608695,14.0,14.0,13.0,4,358.0,11.0
24557,1027,840,211,18,16,12.0,12,12,0.0,70,\N,,68,15,1:20.922,191.473,11,+1 Lap,stroll,racing_point,32,Mexican Grand Prix,2019,rodriguez,2227.0,Parzialmente nuvoloso,2,964.0,0.08,15,2.0,73.0,6.0,0.0,0.0,3.9473684210526314,14.0,14.0,13.0,4,358.0,11.0
25319,1070,840,117,18,20,14.0,14,14,0.0,69,\N,,61,12,1:20.930,191.454,12,+2 Laps,stroll,aston_martin,32,Mexico City Grand Prix,2021,rodriguez,2227.0,Sereno,1,964.0,0.08,12,3.0,77.0,6.0,0.0,0.0,0.0,14.0,14.0,13.0,4,358.0,11.0
24155,1007,845,3,35,19,13.0,13,13,0.0,69,\N,,66,16,1:22.640,187.492,12,+2 Laps,sirotkin,williams,32,Mexican Grand Prix,2018,rodriguez,2227.0,Parzialmente nuvoloso,2,1530.0,0.05,16,3.0,7.0,0.0,0.48661800486618007,0.0,0.1358695652173913,30.0,29.0,13.0,1,716.0,28.0
24561,1027,847,3,63,19,16.0,16,16,0.0,69,\N,,69,17,1:21.286,190.615,12,+2 Laps,russell,williams,32,Mexican Grand Prix,2019,rodriguez,2227.0,Parzialmente nuvoloso,2,1368.0,0.08,17,3.0,1.0,0.0,0.48661800486618007,0.0,0.4076086956521739,20.0,21.0,13.0,2,550.0,17.0
25321,1070,847,3,63,16,16.0,16,16,0.0,69,\N,,61,18,1:22.016,188.919,12,+2 Laps,russell,williams,32,Mexico City Grand Prix,2021,rodriguez,2227.0,Sereno,1,1368.0,0.08,18,3.0,23.0,0.0,0.48661800486618007,0.0,0.4076086956521739,20.0,21.0,13.0,2,550.0,17.0
24563,1027,9,3,88,20,18.0,18,18,0.0,69,\N,,63,13,1:20.696,192.009,12,+2 Laps,kubica,williams,32,Mexican Grand Prix,2019,rodriguez,2227.0,Parzialmente nuvoloso,2,1530.0,0.0,13,3.0,1.0,0.0,0.48661800486618007,0.0,0.1358695652173913,12.0,15.0,10.0,1,715.0,13.0
25322,1070,849,3,6,13,17.0,17,17,0.0,69,\N,,66,17,1:21.546,190.008,12,+2 Laps,latifi,williams,32,Mexico City Grand Prix,2021,rodriguez,2227.0,Sereno,1,1470.0,0.1,17,3.0,23.0,0.0,0.48661800486618007,0.0,0.06793478260869565,23.0,24.0,13.0,1,718.0,21.0
24178,1008,845,3,35,14,16.0,16,16,0.0,69,\N,,52,19,1:14.262,208.887,12,+2 Laps,sirotkin,williams,18,Brazilian Grand Prix,2018,interlagos,785.0,Parzialmente nuvoloso,2,1530.0,0.05,19,3.0,7.0,0.0,0.5056890012642226,0.0,0.1358695652173913,30.0,29.0,13.0,1,678.0,28.0
24180,1008,840,3,18,19,18.0,18,18,0.0,69,\N,,68,5,1:11.751,216.197,12,+2 Laps,stroll,williams,18,Brazilian Grand Prix,2018,interlagos,785.0,Parzialmente nuvoloso,2,964.0,0.08,5,3.0,7.0,0.0,0.5056890012642226,0.12642225031605564,0.20380434782608695,14.0,14.0,13.0,4,348.0,11.0
24604,1029,840,211,18,17,19.0,19,19,0.0,65,\N,,65,10,1:12.603,213.660,22,Suspension,stroll,racing_point,18,Brazilian Grand Prix,2019,interlagos,785.0,Sereno,1,964.0,0.08,10,4.0,73.0,2.0,0.12642225031605564,0.12642225031605564,3.9473684210526314,14.0,14.0,13.0,4,348.0,11.0
25345,1071,840,117,18,14,,R,20,0.0,47,\N,,25,20,1:15.344,205.887,130,Collision damage,stroll,aston_martin,18,São Paulo Grand Prix,2021,interlagos,785.0,not found,0,964.0,0.08,20,7.0,77.0,0.0,0.0,0.12642225031605564,0.0,14.0,14.0,13.0,4,348.0,11.0
24597,1029,847,3,63,18,12.0,12,12,0.0,71,+13.599,5608277.0,57,19,1:13.752,210.331,1,Finished,russell,williams,18,Brazilian Grand Prix,2019,interlagos,785.0,Sereno,1,1368.0,0.08,19,7.0,1.0,0.0,0.5056890012642226,0.0,0.4076086956521739,20.0,21.0,13.0,2,519.0,17.0
