resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid,status,driverref,constructorref,circuitid,name,year,circuitref,alt,weather,weather_type,total_points_driver,average_col_acc,rankfast,sumpits,points_season,points_circuit,constructor_failures,constructor_failures_driver,constructor_failures_driver_constructor,rank_yrs_exp_driver,rank_exp_driver,rank_wins_driver,run_circuit,rank_run_circuit,rank_quali_wins_driver
23877,993,839,10,31,13,,R,16,0.0,38,\N,,36,13,1:22.117,204.074,44,Oil leak,ocon,force_india,4,Spanish Grand Prix,2018,catalunya,109.0,Parzialmente nuvoloso,2,904.0,0.07,13,3.0,111.0,2.0,0.45662100456621,0.15220700152207,0.4750593824228029,14.0,17.0,10.0,4,327.0,15.0
24738,1036,839,4,31,15,13.0,13,13,0.0,65,\N,,65,10,1:22.174,203.933,11,+1 Lap,ocon,renault,4,Spanish Grand Prix,2020,catalunya,109.0,Parzialmente nuvoloso,2,904.0,0.07,10,2.0,181.0,6.0,0.45662100456621,0.15220700152207,0.5312084993359893,14.0,17.0,10.0,4,327.0,15.0
25034,1055,839,214,31,5,9.0,9,9,2.0,65,\N,,46,18,1:23.311,202.014,11,+1 Lap,ocon,alpine,4,Spanish Grand Prix,2021,catalunya,109.0,Nuvoloso,2,904.0,0.07,18,3.0,155.0,2.0,0.0,0.15220700152207,4.545454545454546,14.0,17.0,10.0,4,327.0,15.0
23887,994,839,10,31,6,6.0,6,6,8.0,78,+23.667,6198474.0,63,14,1:17.027,155.960,1,Finished,ocon,force_india,6,Monaco Grand Prix,2018,monaco,7.0,Coperto,2,904.0,0.07,14,2.0,111.0,8.0,0.08071025020177562,0.0,0.4750593824228029,14.0,17.0,10.0,3,387.0,15.0
25054,1056,839,214,31,11,9.0,9,9,2.0,77,\N,,41,12,1:15.316,159.503,11,+1 Lap,ocon,alpine,6,Monaco Grand Prix,2021,monaco,7.0,Sereno,1,904.0,0.07,12,2.0,155.0,2.0,0.0,0.0,4.545454545454546,14.0,17.0,10.0,3,387.0,15.0
23893,994,815,10,11,9,12.0,12,12,0.0,78,+1:10.461,6245268.0,24,19,1:17.546,154.917,1,Finished,perez,force_india,6,Monaco Grand Prix,2018,monaco,7.0,Coperto,2,486.0,0.03,19,2.0,111.0,8.0,0.08071025020177562,0.08071025020177562,1.4251781472684086,5.0,5.0,8.0,10,77.0,3.0
25049,1056,815,9,11,9,4.0,4,4,12.0,78,+20.490,5957310.0,32,3,1:14.552,161.138,1,Finished,perez,red_bull,6,Monaco Grand Prix,2021,monaco,7.0,Sereno,1,486.0,0.03,3,2.0,585.5,87.0,0.24213075060532688,0.08071025020177562,0.15479876160990713,5.0,5.0,8.0,10,77.0,3.0
24318,1015,815,211,11,16,12.0,12,12,0.0,77,\N,,67,15,1:16.613,156.803,11,+1 Lap,perez,racing_point,6,Monaco Grand Prix,2019,monaco,7.0,Nuvoloso con pioggia leggera,3,486.0,0.03,15,2.0,73.0,0.0,0.0,0.08071025020177562,3.9473684210526314,5.0,5.0,8.0,10,77.0,3.0
23910,995,839,10,31,8,9.0,9,9,2.0,67,\N,,61,12,1:15.610,207.639,11,+1 Lap,ocon,force_india,7,Canadian Grand Prix,2018,villeneuve,13.0,Sereno,1,904.0,0.07,12,3.0,111.0,2.0,0.11655011655011654,0.0,0.4750593824228029,14.0,17.0,10.0,2,481.0,15.0
23915,995,815,10,11,10,14.0,14,14,0.0,67,\N,,64,7,1:15.100,209.049,11,+1 Lap,perez,force_india,7,Canadian Grand Prix,2018,villeneuve,13.0,Sereno,1,486.0,0.03,7,3.0,111.0,2.0,0.11655011655011654,0.0,1.4251781472684086,5.0,5.0,8.0,8,140.0,3.0
24337,1016,815,211,11,15,12.0,12,12,0.0,69,\N,,61,13,1:16.314,205.723,11,+1 Lap,perez,racing_point,7,Canadian Grand Prix,2019,villeneuve,13.0,Sereno,1,486.0,0.03,13,2.0,73.0,2.0,0.0,0.0,3.9473684210526314,5.0,5.0,8.0,8,140.0,3.0
23939,996,815,10,11,13,,R,18,0.0,27,\N,,25,17,1:38.319,213.907,5,Engine,perez,force_india,34,French Grand Prix,2018,ricard,432.0,Parzialmente nuvoloso,2,486.0,0.03,17,0.0,111.0,0.0,0.2724795640326975,0.2724795640326975,1.4251781472684086,5.0,5.0,8.0,3,428.0,3.0
25088,1059,815,9,11,4,3.0,3,3,15.0,53,+8.811,5254581.0,53,2,1:36.693,217.504,1,Finished,perez,red_bull,34,French Grand Prix,2021,ricard,432.0,Parzialmente nuvoloso,2,486.0,0.03,2,3.0,585.5,84.0,0.0,0.2724795640326975,0.15479876160990713,5.0,5.0,8.0,3,428.0,3.0
24357,1017,815,211,11,14,12.0,12,12,0.0,52,\N,,42,11,1:35.014,221.348,11,+1 Lap,perez,racing_point,34,French Grand Prix,2019,ricard,432.0,Sereno,1,486.0,0.03,11,2.0,73.0,0.0,0.0,0.2724795640326975,3.9473684210526314,5.0,5.0,8.0,3,428.0,3.0
23940,996,839,10,31,11,,R,19,0.0,0,\N,,0,0,\N,\N,4,Collision,ocon,force_india,34,French Grand Prix,2018,ricard,432.0,Parzialmente nuvoloso,2,904.0,0.07,0,0.0,111.0,0.0,0.2724795640326975,0.0,0.4750593824228029,14.0,17.0,10.0,2,555.0,15.0
25099,1059,839,214,31,11,14.0,14,14,0.0,52,\N,,33,15,1:38.645,213.200,11,+1 Lap,ocon,alpine,34,French Grand Prix,2021,ricard,432.0,Parzialmente nuvoloso,2,904.0,0.07,15,2.0,155.0,4.0,0.0,0.0,4.545454545454546,14.0,17.0,10.0,2,555.0,15.0
23947,997,839,10,31,11,6.0,6,6,8.0,70,\N,,64,11,1:08.850,225.777,11,+1 Lap,ocon,force_india,70,Austrian Grand Prix,2018,red_bull_ring,678.0,Sereno,1,904.0,0.07,11,2.0,111.0,14.0,0.9803921568627451,0.49019607843137253,0.4750593824228029,14.0,17.0,10.0,6,232.0,15.0
24633,1031,839,4,31,14,8.0,8,8,4.0,71,+17.456,5473195.0,64,10,1:08.932,225.509,1,Finished,ocon,renault,70,Austrian Grand Prix,2020,red_bull_ring,678.0,Sereno,1,904.0,0.07,10,2.0,181.0,8.0,1.4705882352941175,0.49019607843137253,0.5312084993359893,14.0,17.0,10.0,6,232.0,15.0
24663,1032,839,4,31,5,,R,18,0.0,25,\N,,22,18,1:09.321,224.243,25,Overheating,ocon,renault,70,Styrian Grand Prix,2020,red_bull_ring,678.0,Parzialmente nuvoloso,2,904.0,0.07,18,1.0,181.0,8.0,1.4705882352941175,0.49019607843137253,0.5312084993359893,14.0,17.0,10.0,6,232.0,15.0
25119,1058,839,214,31,17,14.0,14,14,0.0,70,\N,,70,10,1:09.576,223.421,11,+1 Lap,ocon,alpine,70,Styrian Grand Prix,2021,red_bull_ring,678.0,Parzialmente nuvoloso,2,904.0,0.07,10,2.0,155.0,3.0,0.0,0.49019607843137253,4.545454545454546,14.0,17.0,10.0,6,232.0,15.0
25145,1060,839,214,31,17,,R,20,0.0,0,\N,,0,0,\N,\N,4,Collision,ocon,alpine,70,Austrian Grand Prix,2021,red_bull_ring,678.0,Parzialmente nuvoloso,2,904.0,0.07,0,1.0,155.0,3.0,0.0,0.49019607843137253,4.545454545454546,14.0,17.0,10.0,6,232.0,15.0
23948,997,815,10,11,16,7.0,7,7,6.0,70,\N,,66,8,1:08.504,226.918,11,+1 Lap,perez,force_india,70,Austrian Grand Prix,2018,red_bull_ring,678.0,Sereno,1,486.0,0.03,8,2.0,111.0,14.0,0.9803921568627451,0.49019607843137253,1.4251781472684086,5.0,5.0,8.0,10,89.0,3.0
25109,1058,815,9,11,4,4.0,4,4,12.0,71,+47.434,4986359.0,57,2,1:07.894,228.956,1,Finished,perez,red_bull,70,Styrian Grand Prix,2021,red_bull_ring,678.0,Parzialmente nuvoloso,2,486.0,0.03,2,3.0,585.5,155.0,0.9803921568627451,0.49019607843137253,0.15479876160990713,5.0,5.0,8.0,10,89.0,3.0
25131,1060,815,9,11,3,6.0,6,6,8.0,71,+57.915,5092458.0,55,5,1:08.192,227.956,1,Finished,perez,red_bull,70,Austrian Grand Prix,2021,red_bull_ring,678.0,Parzialmente nuvoloso,2,486.0,0.03,5,3.0,585.5,155.0,0.9803921568627451,0.49019607843137253,0.15479876160990713,5.0,5.0,8.0,10,89.0,3.0
24376,1018,815,211,11,13,11.0,11,11,0.0,70,\N,,67,14,1:09.061,225.087,11,+1 Lap,perez,racing_point,70,Austrian Grand Prix,2019,red_bull_ring,678.0,Sereno,1,486.0,0.03,14,2.0,73.0,22.0,0.49019607843137253,0.49019607843137253,3.9473684210526314,5.0,5.0,8.0,10,89.0,3.0
24631,1031,815,211,11,6,6.0,6,6,8.0,71,+15.092,5470831.0,63,6,1:08.305,227.579,1,Finished,perez,racing_point,70,Austrian Grand Prix,2020,red_bull_ring,678.0,Sereno,1,486.0,0.03,6,2.0,210.0,22.0,0.49019607843137253,0.49019607843137253,3.9473684210526314,5.0,5.0,8.0,10,89.0,3.0
24651,1032,815,211,11,17,6.0,6,6,8.0,71,+1:02.387,5033070.0,68,4,1:07.188,231.362,1,Finished,perez,racing_point,70,Styrian Grand Prix,2020,red_bull_ring,678.0,Parzialmente nuvoloso,2,486.0,0.03,4,2.0,210.0,22.0,0.49019607843137253,0.49019607843137253,3.9473684210526314,5.0,5.0,8.0,10,89.0,3.0
23968,998,839,10,31,10,7.0,7,7,6.0,52,+29.930,5279714.0,48,13,1:33.606,226.562,1,Finished,ocon,force_india,9,British Grand Prix,2018,silverstone,153.0,Soleggiato,1,904.0,0.07,13,3.0,111.0,7.0,0.0,0.0,0.4750593824228029,14.0,17.0,10.0,5,265.0,15.0
24691,1034,839,4,31,9,6.0,6,6,8.0,52,+26.937,5308220.0,50,6,1:29.491,236.980,1,Finished,ocon,renault,9,British Grand Prix,2020,silverstone,153.0,Parzialmente nuvoloso,2,904.0,0.07,6,2.0,181.0,39.0,0.7908611599297013,0.0,0.5312084993359893,14.0,17.0,10.0,5,265.0,15.0
24713,1035,839,4,31,14,8.0,8,8,4.0,52,+1:04.773,4846766.0,50,10,1:30.575,234.144,1,Finished,ocon,renault,9,70th Anniversary Grand Prix,2020,silverstone,153.0,Sereno,1,904.0,0.07,10,4.0,181.0,39.0,0.7908611599297013,0.0,0.5312084993359893,14.0,17.0,10.0,5,265.0,15.0
25154,1061,839,214,31,9,9.0,9,9,2.0,52,+1:16.162,7179446.0,48,14,1:32.210,229.992,1,Finished,ocon,alpine,9,British Grand Prix,2021,silverstone,153.0,Sereno,1,904.0,0.07,14,4.0,155.0,8.0,0.0,0.0,4.545454545454546,14.0,17.0,10.0,5,265.0,15.0
23971,998,815,10,11,12,10.0,10,10,1.0,52,+34.708,5284492.0,48,9,1:33.472,226.887,1,Finished,perez,force_india,9,British Grand Prix,2018,silverstone,153.0,Soleggiato,1,486.0,0.03,9,3.0,111.0,7.0,0.0,0.0,1.4251781472684086,5.0,5.0,8.0,10,79.0,3.0
25161,1061,815,9,11,0,16.0,16,16,0.0,51,\N,,50,1,1:28.617,239.317,11,+1 Lap,perez,red_bull,9,British Grand Prix,2021,silverstone,153.0,Sereno,1,486.0,0.03,1,4.0,585.5,93.0,0.26362038664323373,0.0,0.15479876160990713,5.0,5.0,8.0,10,79.0,3.0
24402,1019,815,211,11,15,17.0,17,17,0.0,51,\N,,50,7,1:29.456,237.072,11,+1 Lap,perez,racing_point,9,British Grand Prix,2019,silverstone,153.0,Parzialmente nuvoloso,2,486.0,0.03,7,5.0,73.0,16.0,0.08787346221441124,0.0,3.9473684210526314,5.0,5.0,8.0,10,79.0,3.0
23989,999,815,10,11,10,7.0,7,7,6.0,67,+30.556,5580401.0,66,15,1:17.867,211.468,1,Finished,perez,force_india,10,German Grand Prix,2018,hockenheimring,103.0,Parzialmente nuvoloso con pioggia nel finale di gara,3,486.0,0.03,15,2.0,111.0,10.0,0.0,0.0,1.4251781472684086,5.0,5.0,8.0,5,269.0,3.0
24425,1020,815,211,11,8,,R,20,0.0,1,\N,,0,0,\N,\N,20,Spun off,perez,racing_point,10,German Grand Prix,2019,hockenheimring,103.0,"Piovoso ad inizio gara, nuvoloso nel finale",3,486.0,0.03,0,5.0,73.0,12.0,0.0,0.0,3.9473684210526314,5.0,5.0,8.0,5,269.0,3.0
23990,999,839,10,31,15,8.0,8,8,4.0,67,+31.750,5581595.0,64,17,1:17.941,211.267,1,Finished,ocon,force_india,10,German Grand Prix,2018,hockenheimring,103.0,Parzialmente nuvoloso con pioggia nel finale di gara,3,904.0,0.07,17,2.0,111.0,10.0,0.0,0.0,0.4750593824228029,14.0,17.0,10.0,1,644.0,15.0
24015,1000,839,10,31,18,13.0,13,13,0.0,69,\N,,63,14,1:22.876,190.303,11,+1 Lap,ocon,force_india,11,Hungarian Grand Prix,2018,hungaroring,264.0,Sereno,1,904.0,0.07,14,2.0,111.0,0.0,0.6596306068601583,0.0,0.4750593824228029,14.0,17.0,10.0,4,337.0,15.0
24679,1033,839,4,31,14,14.0,14,14,0.0,69,\N,,40,13,1:20.261,196.503,11,+1 Lap,ocon,renault,11,Hungarian Grand Prix,2020,hungaroring,264.0,Parzialmente nuvoloso,2,904.0,0.07,13,4.0,181.0,6.0,0.395778364116095,0.0,0.5312084993359893,14.0,17.0,10.0,4,337.0,15.0
25166,1062,839,214,31,8,1.0,1,1,25.0,70,2:04:43.199,7483199.0,54,5,1:21.421,193.704,1,Finished,ocon,alpine,11,Hungarian Grand Prix,2021,hungaroring,264.0,"Piovoso a inizio gara, asciutto successivamente",3,904.0,0.07,5,6.0,155.0,37.0,0.0,0.0,4.545454545454546,14.0,17.0,10.0,4,337.0,15.0
24016,1000,815,10,11,19,14.0,14,14,0.0,69,\N,,56,16,1:23.263,189.419,11,+1 Lap,perez,force_india,11,Hungarian Grand Prix,2018,hungaroring,264.0,Sereno,1,486.0,0.03,16,2.0,111.0,0.0,0.6596306068601583,0.13192612137203166,1.4251781472684086,5.0,5.0,8.0,11,61.0,3.0
25182,1062,815,9,11,4,,R,17,0.0,0,\N,,0,0,\N,\N,4,Collision,perez,red_bull,11,Hungarian Grand Prix,2021,hungaroring,264.0,"Piovoso a inizio gara, asciutto successivamente",3,486.0,0.03,0,5.0,585.5,69.0,0.2638522427440633,0.13192612137203166,0.15479876160990713,5.0,5.0,8.0,11,61.0,3.0
24436,1021,815,211,11,16,11.0,11,11,0.0,69,\N,,47,15,1:21.734,192.962,11,+1 Lap,perez,racing_point,11,Hungarian Grand Prix,2019,hungaroring,264.0,Sereno,1,486.0,0.03,15,3.0,73.0,18.0,0.0,0.13192612137203166,3.9473684210526314,5.0,5.0,8.0,11,61.0,3.0
24672,1033,815,211,11,4,7.0,7,7,6.0,69,\N,,39,10,1:20.090,196.923,11,+1 Lap,perez,racing_point,11,Hungarian Grand Prix,2020,hungaroring,264.0,Parzialmente nuvoloso,2,486.0,0.03,10,5.0,210.0,18.0,0.0,0.13192612137203166,3.9473684210526314,5.0,5.0,8.0,11,61.0,3.0
24027,1001,815,10,11,4,5.0,5,5,10.0,44,+1:11.023,5085499.0,38,7,1:48.080,233.293,1,Finished,perez,force_india,13,Belgian Grand Prix,2018,spa,401.0,Parzialmente nuvoloso,2,486.0,0.03,7,4.0,111.0,18.0,0.186219739292365,0.186219739292365,1.4251781472684086,5.0,5.0,8.0,11,63.0,3.0
25204,1063,815,9,11,0,19.0,19,19,0.0,1,+38.205,245276.0,0,0,\N,\N,1,Finished,perez,red_bull,13,Belgian Grand Prix,2021,spa,401.0,Piovoso,3,486.0,0.03,0,0.0,585.5,60.5,0.37243947858473,0.186219739292365,0.15479876160990713,5.0,5.0,8.0,11,63.0,3.0
24451,1022,815,211,11,7,6.0,6,6,8.0,44,+1:24.448,5110158.0,29,13,1:48.781,231.790,1,Finished,perez,racing_point,13,Belgian Grand Prix,2019,spa,401.0,Parzialmente nuvoloso,2,486.0,0.03,13,3.0,73.0,12.0,0.0,0.186219739292365,3.9473684210526314,5.0,5.0,8.0,11,63.0,3.0
24755,1037,815,211,11,8,10.0,10,10,1.0,44,+53.179,5101940.0,20,9,1:48.389,232.628,1,Finished,perez,racing_point,13,Belgian Grand Prix,2020,spa,401.0,Parzialmente nuvoloso,2,486.0,0.03,9,2.0,210.0,12.0,0.0,0.186219739292365,3.9473684210526314,5.0,5.0,8.0,11,63.0,3.0
24028,1001,839,10,31,3,6.0,6,6,8.0,44,+1:19.520,5093996.0,35,6,1:48.078,233.298,1,Finished,ocon,force_india,13,Belgian Grand Prix,2018,spa,401.0,Parzialmente nuvoloso,2,904.0,0.07,6,4.0,111.0,18.0,0.186219739292365,0.0,0.4750593824228029,14.0,17.0,10.0,5,278.0,15.0
24750,1037,839,4,31,6,5.0,5,5,10.0,44,+40.650,5089411.0,44,10,1:48.540,232.305,1,Finished,ocon,renault,13,Belgian Grand Prix,2020,spa,401.0,Parzialmente nuvoloso,2,904.0,0.07,10,2.0,181.0,27.0,0.4655493482309125,0.0,0.5312084993359893,14.0,17.0,10.0,5,278.0,15.0
25192,1063,839,214,31,8,7.0,7,7,3.0,1,+11.579,218650.0,0,0,\N,\N,1,Finished,ocon,alpine,13,Belgian Grand Prix,2021,spa,401.0,Piovoso,3,904.0,0.07,0,0.0,155.0,3.0,0.0,0.0,4.545454545454546,14.0,17.0,10.0,5,278.0,15.0
24048,1002,839,10,31,8,7.0,7,6,8.0,53,+57.761,4672245.0,48,12,1:24.243,247.555,1,Finished,ocon,force_india,14,Italian Grand Prix,2018,monza,162.0,Parzialmente nuvoloso,2,904.0,0.07,12,2.0,111.0,14.0,0.20477815699658702,0.0,0.4750593824228029,14.0,17.0,10.0,5,281.0,15.0
24773,1038,839,4,31,12,8.0,8,8,4.0,53,+18.691,6444747.0,52,11,1:24.490,246.831,1,Finished,ocon,renault,14,Italian Grand Prix,2020,monza,162.0,Sereno,1,904.0,0.07,11,4.0,181.0,38.0,0.614334470989761,0.0,0.5312084993359893,14.0,17.0,10.0,5,281.0,15.0
25235,1065,839,214,31,12,10.0,10,10,1.0,53,+20.868,4935233.0,53,9,1:25.566,243.727,1,Finished,ocon,alpine,14,Italian Grand Prix,2021,monza,162.0,Sereno,1,904.0,0.07,9,2.0,155.0,5.0,0.0,0.0,4.545454545454546,14.0,17.0,10.0,5,281.0,15.0
24049,1002,815,10,11,14,8.0,8,7,6.0,53,+58.678,4673162.0,44,11,1:24.179,247.743,1,Finished,perez,force_india,14,Italian Grand Prix,2018,monza,162.0,Parzialmente nuvoloso,2,486.0,0.03,11,2.0,111.0,14.0,0.20477815699658702,0.06825938566552901,1.4251781472684086,5.0,5.0,8.0,11,65.0,3.0
