resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,total_points_driver,average_col_acc
25394,1073,839,214,31,9,9,9,9,2,58,+1:04.026,5481371,58,10,01:28.2,215.431,1,185.00,0.07
25395,1073,844,6,16,7,10,10,10,1,58,+1:06.057,5483402,40,12,01:28.4,214.983,1,560.00,0.10
25396,1073,20,117,5,15,11,11,11,0,58,+1:07.527,5484872,58,11,01:28.3,215.299,1,636.00,0.04
25397,1073,817,1,3,10,12,12,12,0,57,\N,\N,48,14,01:28.7,214.28,11,458.00,0.04
25398,1073,840,117,18,13,13,13,13,0,57,\N,\N,48,13,01:28.6,214.657,11,136.00,0.08
25399,1073,854,210,47,19,14,14,14,0,57,\N,\N,42,17,01:29.5,212.522,11, -   ,0.09
25400,1073,815,9,11,4,15,15,15,0,55,\N,\N,51,2,01:26.4,219.993,5,429.00,0.03
25401,1073,849,3,6,16,\N,R,16,0,50,\N,\N,30,15,01:29.3,212.912,3,7.00,0.10
25402,1073,841,51,99,14,\N,R,17,0,33,\N,\N,33,16,01:29.4,212.557,6,21.00,0.05
25403,1073,847,3,63,17,\N,R,18,0,26,\N,\N,23,19,01:30.6,209.732,6,19.00,0.08
25404,1073,8,51,7,18,\N,R,19,0,25,\N,\N,23,18,01:29.7,211.951,23,308.00,0.01
