resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,total_points_driver,average_col_acc
23782,989,20,6,5,3,1,1,1,25,58,29:33.3,5373283,53,4,01:26.5,220.782,1,636.00,0.04
23783,989,1,131,44,1,2,2,2,18,58,5.036,5378319,50,3,01:26.4,220.845,1,1555.50,0.01
23784,989,8,6,7,2,3,3,3,15,58,6.309,5379592,57,2,01:26.4,221.027,1,308.00,0.01
23785,989,817,9,3,8,4,4,4,12,58,7.069,5380352,54,1,01:25.9,222.128,1,458.00,0.04
23786,989,4,1,14,10,5,5,5,10,58,27.886,5401169,57,7,01:27.0,219.489,1,131.00,0.05
23787,989,830,9,33,4,6,6,6,8,58,28.945,5402228,54,5,01:26.9,219.737,1,1136.50,0.09
23788,989,807,4,27,7,7,7,7,6,58,32.671,5405954,57,9,01:27.1,219.23,1,116.00,0.11
23789,989,822,131,77,15,8,8,8,4,58,34.339,5407622,54,8,01:27.0,219.386,1,1022.00,0.04
23790,989,838,1,2,11,9,9,9,2,58,34.921,5408204,57,6,01:27.0,219.54,1,12.00,  -    
23791,989,832,4,55,9,10,10,10,1,58,45.722,5419005,51,12,01:27.9,217.079,1,418.50,0.04
23792,989,815,10,11,12,11,11,11,0,58,46.817,5420100,51,11,01:27.6,217.849,1,429.00,0.03
23793,989,839,10,31,14,12,12,12,0,58,+1:00.278,5433561,57,10,01:27.6,217.931,1,185.00,0.07
23794,989,844,15,16,18,13,13,13,0,58,+1:15.759,5449042,56,15,01:28.8,215.085,1,560.00,0.10
23795,989,840,3,18,13,14,14,14,0,58,+1:18.288,5451571,55,14,01:28.5,215.688,1,136.00,0.08
23796,989,843,5,28,16,15,15,15,0,57,\N,\N,57,13,01:28.2,216.507,11,4.00,0.10
23797,989,154,210,8,6,\N,R,16,0,24,\N,\N,23,16,01:28.8,214.974,36,47.00,0.11
23798,989,825,210,20,5,\N,R,17,0,22,\N,\N,21,17,01:29.5,213.224,36,77.00,0.05
23799,989,842,5,10,20,\N,R,18,0,13,\N,\N,13,18,01:30.6,210.601,5,309.00,0.06
23800,989,828,15,9,17,\N,R,19,0,5,\N,\N,4,19,01:32.2,207.036,38,9.00,0.10
23801,989,845,3,35,19,\N,R,20,0,4,\N,\N,3,20,01:32.6,206.224,23,1.00,0.05
23802,990,20,6,5,1,1,1,1,25,57,32:01.9,5521940,21,7,01:34.5,206.274,1,636.00,0.04
23803,990,822,131,77,3,2,2,2,18,57,0.699,5522639,22,1,01:33.7,207.842,1,1022.00,0.04
23804,990,1,131,44,9,3,3,3,15,57,6.512,5528452,51,2,01:34.0,207.371,1,1555.50,0.01
23805,990,842,5,10,5,4,4,4,12,57,+1:02.234,5584174,46,11,01:34.9,205.382,1,309.00,0.06
23806,990,825,210,20,6,5,5,5,10,57,+1:15.046,5596986,29,5,01:34.3,206.549,1,77.00,0.05
23807,990,807,4,27,7,6,6,6,8,57,+1:39.024,5620964,50,9,01:34.7,205.807,1,116.00,0.11
23808,990,4,1,14,13,7,7,7,6,56,\N,\N,47,4,01:34.2,206.898,11,131.00,0.05
23809,990,838,1,2,14,8,8,8,4,56,\N,\N,30,16,01:35.1,204.803,11,12.00,  -    
23810,990,828,15,9,17,9,9,9,2,56,\N,\N,26,15,01:35.1,204.885,11,9.00,0.10
23811,990,839,10,31,8,10,10,10,1,56,\N,\N,38,12,01:35.0,204.993,11,185.00,0.07
23812,990,832,4,55,10,11,11,11,0,56,\N,\N,35,18,01:35.5,203.937,11,418.50,0.04
23813,990,844,15,16,19,12,12,12,0,56,\N,\N,35,14,01:35.1,204.924,11,560.00,0.10
23814,990,154,210,8,16,13,13,13,0,56,\N,\N,44,10,01:34.7,205.759,11,47.00,0.11
23815,990,840,3,18,20,14,14,14,0,56,\N,\N,40,13,01:35.1,204.961,11,136.00,0.08
23816,990,845,3,35,18,15,15,15,0,56,\N,\N,47,3,01:34.1,207.151,11,1.00,0.05
23817,990,815,10,11,12,16,16,16,0,56,\N,\N,32,17,01:35.3,204.513,11,429.00,0.03
23818,990,843,5,28,11,17,17,17,0,56,\N,\N,42,8,01:34.6,206.034,11,4.00,0.10
23819,990,8,6,7,2,\N,R,18,0,35,\N,\N,22,6,01:34.3,206.527,36,308.00,0.01
23820,990,830,9,33,15,\N,R,19,0,3,\N,\N,\N,0,\N,\N,29,1136.50,0.09
23821,990,817,9,3,4,\N,R,20,0,1,\N,\N,\N,0,\N,\N,10,458.00,0.04
23822,991,817,9,3,6,1,1,1,25,56,35:36.4,5736380,55,1,01:35.8,204.871,1,458.00,0.04
23823,991,822,131,77,3,2,2,2,18,56,8.894,5745274,50,6,01:37.0,202.332,1,1022.00,0.04
23824,991,8,6,7,2,3,3,3,15,56,9.637,5746017,48,3,01:36.5,203.446,1,308.00,0.01
23825,991,1,131,44,4,4,4,4,12,56,16.985,5753365,20,4,01:36.9,202.559,1,1555.50,0.01
23826,991,830,9,33,5,5,5,5,10,56,20.436,5756816,50,2,01:36.2,203.974,1,1136.50,0.09
23827,991,807,4,27,7,6,6,6,8,56,21.052,5757432,56,5,01:36.9,202.553,1,116.00,0.11
23828,991,4,1,14,13,7,7,7,6,56,30.639,5767019,56,7,01:37.2,201.818,1,131.00,0.05
23829,991,20,6,5,1,8,8,8,4,56,35.286,5771666,24,9,01:37.5,201.311,1,636.00,0.04
23830,991,832,4,55,9,9,9,9,2,56,35.763,5772143,54,11,01:37.8,200.744,1,418.50,0.04
23831,991,825,210,20,11,10,10,10,1,56,39.594,5775974,54,14,01:38.2,199.93,1,77.00,0.05
23832,991,839,10,31,12,11,11,11,0,56,44.05,5780430,47,12,01:38.0,200.271,1,185.00,0.07
23833,991,815,10,11,8,12,12,12,0,56,44.725,5781105,54,10,01:37.7,200.911,1,429.00,0.03
23834,991,838,1,2,14,13,13,13,0,56,49.373,5785753,54,13,01:38.1,199.961,1,12.00,  -    
23835,991,840,3,18,18,14,14,14,0,56,55.49,5791870,54,17,01:38.5,199.224,1,136.00,0.08
23836,991,845,3,35,16,15,15,15,0,56,58.241,5794621,47,18,01:38.6,198.973,1,1.00,0.05
23837,991,828,15,9,20,16,16,16,0,56,+1:02.604,5798984,52,16,01:38.4,199.455,1,9.00,0.10
23838,991,154,210,8,10,17,17,17,0,56,+1:05.296,5801676,51,8,01:37.4,201.453,1,47.00,0.11
23839,991,842,5,10,17,18,18,18,0,56,+1:06.330,5802710,54,15,01:38.4,199.493,1,309.00,0.06
23840,991,844,15,16,19,19,19,19,0,56,+1:22.575,5818955,23,19,01:38.8,198.603,1,560.00,0.10
23841,991,843,5,28,15,20,20,20,0,51,\N,\N,50,20,01:39.4,197.468,130,4.00,0.10
23842,992,1,131,44,2,1,1,1,25,51,43:44.3,6224291,35,2,01:45.4,205.012,1,1555.50,0.01
23843,992,8,6,7,6,2,2,2,18,51,2.46,6226751,50,7,01:46.5,202.874,1,308.00,0.01
23844,992,815,10,11,8,3,3,3,15,51,4.024,6228315,51,6,01:46.2,203.48,1,429.00,0.03
23845,992,20,6,5,1,4,4,4,12,51,5.329,6229620,38,4,01:45.5,204.783,1,636.00,0.04
23846,992,832,4,55,9,5,5,5,10,51,7.515,6231806,50,9,01:46.9,202.242,1,418.50,0.04
23847,992,844,15,16,13,6,6,6,8,51,9.158,6233449,31,11,01:47.4,201.212,1,560.00,0.10
23848,992,4,1,14,12,7,7,7,6,51,10.931,6235222,32,12,01:47.4,201.126,1,131.00,0.05
23849,992,840,3,18,10,8,8,8,4,51,12.546,6236837,50,8,01:46.8,202.319,1,136.00,0.08
23850,992,838,1,2,16,9,9,9,2,51,14.152,6238443,50,13,01:47.7,200.72,1,12.00,  -    
23851,992,843,5,28,19,10,10,10,1,51,18.03,6242321,51,17,01:48.3,199.567,1,4.00,0.10
23852,992,828,15,9,18,11,11,11,0,51,18.512,6242803,51,14,01:47.9,200.239,1,9.00,0.10
23853,992,842,5,10,17,12,12,12,0,51,24.72,6249011,38,15,01:48.0,200.035,1,309.00,0.06
23854,992,825,210,20,15,13,13,13,0,51,40.663,6264954,35,16,01:48.2,199.813,1,77.00,0.05
23855,992,822,131,77,3,\N,R,14,0,48,\N,\N,37,1,01:45.1,205.525,29,1022.00,0.04
23856,992,154,210,8,20,\N,R,15,0,42,\N,\N,34,10,01:46.9,202.196,3,47.00,0.11
23857,992,830,9,33,5,\N,R,16,0,39,\N,\N,31,5,01:45.8,204.316,4,1136.50,0.09
23858,992,817,9,3,4,\N,R,17,0,39,\N,\N,34,3,01:45.4,204.999,4,458.00,0.04
23859,992,807,4,27,14,\N,R,18,0,10,\N,\N,10,18,01:48.9,198.506,3,116.00,0.11
23860,992,839,10,31,7,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4,185.00,0.07
23861,992,845,3,35,11,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,1.00,0.05
23862,993,1,131,44,1,1,1,1,25,66,35:30.0,5729972,64,3,01:19.1,211.77,1,1555.50,0.01
23863,993,822,131,77,2,2,2,2,18,66,20.593,5750565,56,5,01:19.5,210.85,1,1022.00,0.04
23864,993,830,9,33,5,3,3,3,15,66,26.873,5756845,62,4,01:19.4,210.999,1,1136.50,0.09
23865,993,20,6,5,3,4,4,4,12,66,27.584,5757556,61,2,01:19.1,211.783,1,636.00,0.04
23866,993,817,9,3,6,5,5,5,10,66,50.058,5780030,61,1,01:18.4,213.638,1,458.00,0.04
23867,993,825,210,20,7,6,6,6,8,65,\N,\N,64,6,01:20.2,208.832,11,77.00,0.05
23868,993,832,4,55,9,7,7,7,6,65,\N,\N,61,9,01:21.3,206.064,11,418.50,0.04
23869,993,4,1,14,8,8,8,8,4,65,\N,\N,64,7,01:20.7,207.588,11,131.00,0.05
23870,993,815,10,11,15,9,9,9,2,64,\N,\N,43,8,01:21.1,206.562,12,429.00,0.03
23871,993,844,15,16,14,10,10,10,1,64,\N,\N,51,14,01:22.1,204.062,12,560.00,0.10
23872,993,840,3,18,18,11,11,11,0,64,\N,\N,60,12,01:22.1,204.129,12,136.00,0.08
23873,993,843,5,28,20,12,12,12,0,64,\N,\N,63,10,01:21.4,205.773,12,4.00,0.10
23874,993,828,15,9,17,13,13,13,0,64,\N,\N,50,15,01:22.5,203.159,12,9.00,0.10
23875,993,845,3,35,19,14,14,14,0,63,\N,\N,57,17,01:22.7,202.685,13,1.00,0.05
23876,993,838,1,2,11,\N,R,15,0,45,\N,\N,38,16,01:22.6,202.896,6,12.00,  -    
23877,993,839,10,31,13,\N,R,16,0,38,\N,\N,36,13,01:22.1,204.074,44,185.00,0.07
23878,993,8,6,7,4,\N,R,17,0,25,\N,\N,23,11,01:21.5,205.541,101,308.00,0.01
23879,993,154,210,8,10,\N,R,18,0,0,\N,\N,\N,0,\N,\N,4,47.00,0.11
23880,993,842,5,10,12,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4,309.00,0.06
23881,993,807,4,27,16,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,116.00,0.11
23882,994,817,9,3,1,1,1,1,25,78,42:54.8,6174807,13,5,01:15.6,158.984,1,458.00,0.04
23883,994,20,6,5,2,2,2,2,18,78,7.336,6182143,14,7,01:16.1,157.933,1,636.00,0.04
23884,994,1,131,44,3,3,3,3,15,78,17.013,6191820,15,8,01:16.3,157.508,1,1555.50,0.01
23885,994,8,6,7,4,4,4,4,12,78,18.127,6192934,13,10,01:16.4,157.257,1,308.00,0.01
23886,994,822,131,77,5,5,5,5,10,78,18.822,6193629,21,9,01:16.3,157.422,1,1022.00,0.04
23887,994,839,10,31,6,6,6,6,8,78,23.667,6198474,63,14,01:17.0,155.96,1,185.00,0.07
23888,994,842,5,10,10,7,7,7,6,78,24.331,6199138,68,15,01:17.1,155.815,1,309.00,0.06
23889,994,807,4,27,11,8,8,8,4,78,24.839,6199646,57,6,01:16.1,157.941,1,116.00,0.11
23890,994,830,9,33,20,9,9,9,2,78,25.317,6200124,60,1,01:14.3,161.772,1,1136.50,0.09
23891,994,832,4,55,8,10,10,10,1,78,+1:09.013,6243820,19,18,01:17.5,155.027,1,418.50,0.04
23892,994,828,15,9,16,11,11,11,0,78,+1:09.864,6244671,19,12,01:16.9,156.145,1,9.00,0.10
23893,994,815,10,11,9,12,12,12,0,78,+1:10.461,6245268,24,19,01:17.5,154.917,1,429.00,0.03
23894,994,825,210,20,19,13,13,13,0,78,+1:14.823,6249630,20,17,01:17.5,155.057,1,77.00,0.05
23895,994,838,1,2,12,14,14,14,0,77,\N,\N,76,11,01:16.9,156.291,11,12.00,  -    
23896,994,154,210,8,18,15,15,15,0,77,\N,\N,74,2,01:14.8,160.557,11,47.00,0.11
23897,994,845,3,35,13,16,16,16,0,77,\N,\N,75,4,01:15.3,159.484,11,1.00,0.05
23898,994,840,3,18,17,17,17,17,0,76,\N,\N,61,3,01:14.9,160.295,12,136.00,0.08
23899,994,844,15,16,14,\N,R,18,0,70,\N,\N,17,20,01:17.7,154.59,4,560.00,0.10
23900,994,843,5,28,15,\N,R,19,0,70,\N,\N,15,16,01:17.2,155.667,4,4.00,0.10
23901,994,4,1,14,7,\N,R,20,0,52,\N,\N,23,13,01:17.0,155.979,6,131.00,0.05
23902,995,20,6,5,1,1,1,1,25,68,28:31.4,5311377,57,2,01:14.0,212.26,1,636.00,0.04
23903,995,822,131,77,2,2,2,2,18,68,7.376,5318753,51,3,01:14.0,212.179,1,1022.00,0.04
23904,995,830,9,33,3,3,3,3,15,68,8.36,5319737,65,1,01:13.9,212.547,1,1136.50,0.09
23905,995,817,9,3,6,4,4,4,12,68,20.892,5332269,59,5,01:14.2,211.701,1,458.00,0.04
23906,995,1,131,44,4,5,5,5,10,68,21.559,5332936,66,6,01:14.2,211.633,1,1555.50,0.01
23907,995,8,6,7,5,6,6,6,8,68,27.184,5338561,59,4,01:14.1,211.941,1,308.00,0.01
23908,995,807,4,27,7,7,7,7,6,67,\N,\N,64,11,01:15.6,207.699,11,116.00,0.11
23909,995,832,4,55,9,8,8,8,4,67,\N,\N,61,13,01:15.7,207.485,11,418.50,0.04
23910,995,839,10,31,8,9,9,9,2,67,\N,\N,61,12,01:15.6,207.639,11,185.00,0.07
23911,995,844,15,16,13,10,10,10,1,67,\N,\N,65,10,01:15.5,207.996,11,560.00,0.10
23912,995,842,5,10,16,11,11,11,0,67,\N,\N,67,14,01:15.7,207.395,11,309.00,0.06
23913,995,154,210,8,20,12,12,12,0,67,\N,\N,56,9,01:15.5,208.024,11,47.00,0.11
23914,995,825,210,20,11,13,13,13,0,67,\N,\N,65,8,01:15.4,208.214,11,77.00,0.05
23915,995,815,10,11,10,14,14,14,0,67,\N,\N,64,7,01:15.1,209.049,11,429.00,0.03
23916,995,828,15,9,19,15,15,15,0,66,\N,\N,62,18,01:16.4,205.484,12,9.00,0.10
23917,995,838,1,2,15,16,16,16,0,66,\N,\N,55,15,01:15.8,207.214,12,12.00,  -    
23918,995,845,3,35,18,17,17,17,0,66,\N,\N,53,16,01:15.9,206.78,12,1.00,0.05
23919,995,4,1,14,14,\N,R,18,0,40,\N,\N,33,17,01:16.2,206.085,43,131.00,0.05
23920,995,843,5,28,12,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4,4.00,0.10
23921,995,840,3,18,17,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,136.00,0.08
23922,996,1,131,44,1,1,1,1,25,53,30:11.4,5411385,49,5,01:34.5,222.531,1,1555.50,0.01
23923,996,830,9,33,4,2,2,2,18,53,7.09,5418475,47,2,01:34.3,223.083,1,1136.50,0.09
23924,996,8,6,7,6,3,3,3,15,53,25.888,5437273,48,3,01:34.4,222.792,1,308.00,0.01
23925,996,817,9,3,5,4,4,4,12,53,34.736,5446121,37,7,01:35.4,220.494,1,458.00,0.04
23926,996,20,6,5,3,5,5,5,10,53,+1:01.935,5473320,42,4,01:34.5,222.587,1,636.00,0.04
23927,996,825,210,20,9,6,6,6,8,53,+1:19.364,5490749,50,8,01:35.4,220.395,1,77.00,0.05
23928,996,822,131,77,2,7,7,7,6,53,+1:20.632,5492017,41,1,01:34.2,223.201,1,1022.00,0.04
23929,996,832,4,55,7,8,8,8,4,53,+1:27.184,5498569,46,9,01:35.6,219.904,1,418.50,0.04
23930,996,807,4,27,12,9,9,9,2,53,+1:31.989,5503374,46,11,01:35.9,219.365,1,116.00,0.11
23931,996,844,15,16,8,10,10,10,1,53,+1:33.873,5505258,45,12,01:36.0,219.127,1,560.00,0.10
23932,996,154,210,8,10,11,11,11,0,52,\N,\N,47,10,01:35.7,219.773,11,47.00,0.11
23933,996,838,1,2,17,12,12,12,0,52,\N,\N,48,14,01:36.7,217.545,11,12.00,  -    
23934,996,828,15,9,15,13,13,13,0,52,\N,\N,37,13,01:36.5,217.953,11,9.00,0.10
23935,996,843,5,28,20,14,14,14,0,52,\N,\N,40,15,01:36.8,217.176,11,4.00,0.10
23936,996,845,3,35,18,15,15,15,0,52,\N,\N,35,16,01:38.3,213.949,11,1.00,0.05
23937,996,4,1,14,16,16,16,16,0,50,\N,\N,48,6,01:35.1,221.071,36,131.00,0.05
23938,996,840,3,18,19,17,17,17,0,48,\N,\N,35,18,01:38.3,213.907,29,136.00,0.08
23939,996,815,10,11,13,\N,R,18,0,27,\N,\N,25,17,01:38.3,213.907,5,429.00,0.03
23940,996,839,10,31,11,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4,185.00,0.07
23941,996,842,5,10,14,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,309.00,0.06
23942,997,830,9,33,4,1,1,1,25,71,21:56.0,4916024,70,4,01:07.4,230.491,1,1136.50,0.09
23943,997,8,6,7,3,2,2,2,18,71,1.504,4917528,71,1,01:07.0,232.16,1,308.00,0.01
23944,997,20,6,5,6,3,3,3,15,71,3.181,4919205,67,2,01:07.1,231.728,1,636.00,0.04
23945,997,154,210,8,5,4,4,4,12,70,\N,\N,17,16,01:09.1,225.055,11,47.00,0.11
23946,997,825,210,20,8,5,5,5,10,70,\N,\N,70,7,01:08.5,227.01,11,77.00,0.05
23947,997,839,10,31,11,6,6,6,8,70,\N,\N,64,11,01:08.8,225.777,11,185.00,0.07
23948,997,815,10,11,16,7,7,7,6,70,\N,\N,66,8,01:08.5,226.918,11,429.00,0.03
23949,997,4,1,14,13,8,8,8,4,70,\N,\N,69,9,01:08.7,226.399,11,131.00,0.05
23950,997,844,15,16,18,9,9,9,2,70,\N,\N,68,14,01:09.0,225.267,11,560.00,0.10
23951,997,828,15,9,20,10,10,10,1,70,\N,\N,67,6,01:08.2,227.876,11,9.00,0.10
23952,997,842,5,10,12,11,11,11,0,70,\N,\N,38,19,01:09.3,224.327,11,309.00,0.06
23953,997,832,4,55,9,12,12,12,0,70,\N,\N,37,10,01:08.8,226.053,11,418.50,0.04
23954,997,845,3,35,17,13,13,13,0,69,\N,\N,64,13,01:09.0,225.381,12,1.00,0.05
23955,997,840,3,18,14,14,14,14,0,69,\N,\N,68,18,01:09.2,224.626,12,136.00,0.08
23956,997,838,1,2,15,15,15,15,0,65,\N,\N,63,12,01:08.9,225.633,130,12.00,  -    
23957,997,1,131,44,2,\N,R,16,0,62,\N,\N,58,3,01:07.2,231.18,32,1555.50,0.01
23958,997,843,5,28,19,\N,R,17,0,54,\N,\N,42,17,01:09.2,224.73,9,4.00,0.10
23959,997,817,9,3,7,\N,R,18,0,53,\N,\N,46,5,01:07.6,229.983,43,458.00,0.04
23960,997,822,131,77,1,\N,R,19,0,13,\N,\N,12,15,01:09.0,225.143,9,1022.00,0.04
23961,997,807,4,27,10,\N,R,20,0,11,\N,\N,7,20,01:10.4,220.869,5,116.00,0.11
23962,998,20,6,5,2,1,1,1,25,52,27:29.8,5249784,47,1,01:30.7,233.831,1,636.00,0.04
23963,998,1,131,44,1,2,2,2,18,52,2.264,5252048,52,3,01:31.2,232.424,1,1555.50,0.01
23964,998,8,6,7,3,3,3,3,15,52,3.652,5253436,51,2,01:30.8,233.576,1,308.00,0.01
23965,998,822,131,77,4,4,4,4,12,52,8.883,5258667,43,4,01:31.4,232.089,1,1022.00,0.04
23966,998,817,9,3,6,5,5,5,10,52,9.5,5259284,46,5,01:31.6,231.551,1,458.00,0.04
23967,998,807,4,27,11,6,6,6,8,52,28.22,5278004,48,7,01:33.4,227.049,1,116.00,0.11
23968,998,839,10,31,10,7,7,7,6,52,29.93,5279714,48,13,01:33.6,226.562,1,185.00,0.07
23969,998,4,1,14,13,8,8,8,4,52,31.115,5280899,52,10,01:33.5,226.862,1,131.00,0.05
23970,998,825,210,20,7,9,9,9,2,52,33.188,5282972,48,12,01:33.6,226.567,1,77.00,0.05
23971,998,815,10,11,12,10,10,10,1,52,34.708,5284492,48,9,01:33.5,226.887,1,429.00,0.03
23972,998,838,1,2,17,11,11,11,0,52,35.774,5285558,48,11,01:33.6,226.695,1,12.00,  -    
23973,998,840,3,18,19,12,12,12,0,52,38.106,5287890,48,15,01:33.9,225.927,1,136.00,0.08
23974,998,842,5,10,14,13,13,13,0,52,39.129,5288913,48,8,01:33.5,226.904,1,309.00,0.06
23975,998,845,3,35,18,14,14,14,0,52,48.113,5297897,52,18,01:34.6,224.134,1,1.00,0.05
23982,998,843,5,28,0,\N,R,20,0,1,\N,\N,\N,0,\N,\N,131,4.00,0.10
23977,998,830,9,33,5,\N,R,15,0,46,\N,\N,42,6,01:32.0,230.499,23,1136.50,0.09
23978,998,154,210,8,8,\N,R,16,0,37,\N,\N,28,16,01:34.4,224.678,4,47.00,0.11
23979,998,832,4,55,16,\N,R,17,0,37,\N,\N,25,17,01:34.6,224.177,4,418.50,0.04
23980,998,828,15,9,15,\N,R,18,0,31,\N,\N,26,14,01:33.7,226.395,3,9.00,0.10
23981,998,844,15,16,9,\N,R,19,0,18,\N,\N,3,19,01:35.2,222.747,27,560.00,0.10
23983,999,1,131,44,14,1,1,1,25,67,32:29.8,5549845,66,1,01:15.5,217.968,1,1555.50,0.01
23984,999,822,131,77,2,2,2,2,18,67,4.535,5554380,65,2,01:15.7,217.461,1,1022.00,0.04
23985,999,8,6,7,3,3,3,3,15,67,6.732,5556577,64,4,01:16.0,216.691,1,308.00,0.01
23986,999,830,9,33,4,4,4,4,12,67,7.654,5557499,66,3,01:15.9,217.085,1,1136.50,0.09
23987,999,807,4,27,7,5,5,5,10,67,26.609,5576454,66,16,01:17.9,211.351,1,116.00,0.11
23988,999,154,210,8,6,6,6,6,8,67,28.871,5578716,66,5,01:16.7,214.641,1,47.00,0.11
23989,999,815,10,11,10,7,7,7,6,67,30.556,5580401,66,15,01:17.9,211.468,1,429.00,0.03
23990,999,839,10,31,15,8,8,8,4,67,31.75,5581595,64,17,01:17.9,211.267,1,185.00,0.07
23991,999,828,15,9,13,9,9,9,2,67,32.362,5582207,65,12,01:17.7,211.8,1,9.00,0.10
23992,999,843,5,28,17,10,10,10,1,67,34.197,5584042,66,9,01:17.7,211.974,1,4.00,0.10
23993,999,825,210,20,5,11,11,11,0,67,34.919,5584764,66,10,01:17.7,211.93,1,77.00,0.05
23994,999,832,4,55,8,12,12,12,0,67,43.069,5592914,63,7,01:17.4,212.661,1,418.50,0.04
23995,999,838,1,2,19,13,13,13,0,67,46.617,5596462,67,8,01:17.5,212.368,1,12.00,  -    
23996,999,842,5,10,16,14,14,14,0,66,\N,\N,66,13,01:17.8,211.753,11,309.00,0.06
23997,999,844,15,16,9,15,15,15,0,66,\N,\N,64,14,01:17.9,211.509,11,560.00,0.10
23998,999,4,1,14,11,16,16,16,0,65,\N,\N,60,11,01:17.7,211.811,31,131.00,0.05
23999,999,840,3,18,18,\N,R,17,0,53,\N,\N,35,19,01:18.9,208.802,5,136.00,0.08
24000,999,20,6,5,1,\N,R,18,0,51,\N,\N,39,6,01:17.3,213.046,3,636.00,0.04
24001,999,845,3,35,12,\N,R,19,0,51,\N,\N,36,20,01:18.9,208.609,5,1.00,0.05
24002,999,817,9,3,20,\N,R,20,0,27,\N,\N,22,18,01:18.3,210.4,5,458.00,0.04
24003,1000,1,131,44,1,1,1,1,25,70,37:16.4,5836427,63,4,01:21.1,194.454,1,1555.50,0.01
24004,1000,20,6,5,4,2,2,2,18,70,17.123,5853550,70,2,01:20.1,197.007,1,636.00,0.04
24005,1000,8,6,7,3,3,3,3,15,70,20.101,5856528,55,3,01:20.3,196.428,1,308.00,0.01
24006,1000,817,9,3,12,4,4,4,12,70,46.419,5882846,46,1,01:20.0,197.115,1,458.00,0.04
24007,1000,822,131,77,2,5,5,5,10,70,50,5886427,39,8,01:21.7,192.957,1,1022.00,0.04
24008,1000,842,5,10,6,6,6,6,8,70,+1:13.273,5909700,64,7,01:21.7,193.078,1,309.00,0.06
24009,1000,825,210,20,9,7,7,7,6,69,\N,\N,60,6,01:21.3,193.987,11,77.00,0.05
24010,1000,4,1,14,11,8,8,8,4,69,\N,\N,68,9,01:22.1,192.125,11,131.00,0.05
24011,1000,832,4,55,5,9,9,9,2,69,\N,\N,58,13,01:22.8,190.538,11,418.50,0.04
24012,1000,154,210,8,10,10,10,10,1,69,\N,\N,58,10,01:22.6,190.925,11,47.00,0.11
24013,1000,843,5,28,8,11,11,11,0,69,\N,\N,62,11,01:22.6,190.911,11,4.00,0.10
24014,1000,807,4,27,13,12,12,12,0,69,\N,\N,69,5,01:21.3,194.085,11,116.00,0.11
24015,1000,839,10,31,18,13,13,13,0,69,\N,\N,63,14,01:22.9,190.303,11,185.00,0.07
24016,1000,815,10,11,19,14,14,14,0,69,\N,\N,56,16,01:23.3,189.419,11,429.00,0.03
24017,1000,828,15,9,14,15,15,15,0,68,\N,\N,53,17,01:23.7,188.495,12,9.00,0.10
24018,1000,845,3,35,20,16,16,16,0,68,\N,\N,53,18,01:23.7,188.412,12,1.00,0.05
24019,1000,840,3,18,15,17,17,17,0,68,\N,\N,51,12,01:22.7,190.8,12,136.00,0.08
24020,1000,838,1,2,16,\N,R,18,0,49,\N,\N,46,15,01:23.1,189.843,6,12.00,  -    
24021,1000,830,9,33,7,\N,R,19,0,5,\N,\N,5,19,01:24.0,187.79,75,1136.50,0.09
24022,1000,844,15,16,17,\N,R,20,0,0,\N,\N,\N,0,\N,\N,22,560.00,0.10
24023,1001,20,6,5,2,1,1,1,25,44,23:34.5,5014476,25,2,01:46.6,236.435,1,636.00,0.04
24024,1001,1,131,44,1,2,2,2,18,44,11.061,5025537,23,3,01:46.7,236.264,1,1555.50,0.01
24025,1001,830,9,33,7,3,3,3,15,44,31.372,5045848,36,4,01:46.9,235.767,1,1136.50,0.09
24026,1001,822,131,77,19,4,4,4,12,44,+1:03.605,5078081,32,1,01:46.3,237.231,1,1022.00,0.04
24027,1001,815,10,11,4,5,5,5,10,44,+1:11.023,5085499,38,7,01:48.1,233.293,1,429.00,0.03
24028,1001,839,10,31,3,6,6,6,8,44,+1:19.520,5093996,35,6,01:48.1,233.298,1,185.00,0.07
24029,1001,154,210,8,5,7,7,7,6,44,+1:25.953,5100429,35,8,01:48.3,232.856,1,47.00,0.11
24030,1001,825,210,20,9,8,8,8,4,44,+1:27.639,5102115,36,5,01:47.9,233.602,1,77.00,0.05
24031,1001,842,5,10,10,9,9,9,2,44,+1:45.892,5120368,36,9,01:48.6,232.202,1,309.00,0.06
24032,1001,828,15,9,13,10,10,10,1,43,\N,\N,35,11,01:48.7,231.976,11,9.00,0.10
24033,1001,832,4,55,14,11,11,11,0,43,\N,\N,32,10,01:48.7,232.027,11,418.50,0.04
24034,1001,845,3,35,16,12,12,12,0,43,\N,\N,42,14,01:49.1,231.085,11,1.00,0.05
24035,1001,840,3,18,17,13,13,13,0,43,\N,\N,39,16,01:49.3,230.717,11,136.00,0.08
